ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΛΑΧΑΚΟΣ ΝΙΚΟΛΑΟΣ του Αντωνίου,ΔΟΥΝΙΑ ΠΑΝΑΓΙΩΤΑ (ΝΟΝΗ) του Δημητρίου,ΚΑΤΣΑΦΑΔΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΑΝΩΛΑΚΟΣ ΝΙΚΟΛΑΟΣ του Πέτρου,ΜΕΛΑΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΜΙΧΑΗΛΙΔΟΥ ΔΟΜΝΑ-ΜΑΡΙΑ του Αριστείδη,ΧΙΩΤΗ ΕΙΡΗΝΗ του Ανδρέα,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΓΕΝΝΙΑ ΓΕΩΡΓΙΑ του Σωκράτη,ΔΡΙΤΣΑΣ ΘΕΟΔΩΡΟΣ του Παναγιώτη,ΛΟΓΟΘΕΤΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Στυλιανού,ΜΠΑΚΑΔΗΜΑ ΦΩΤΕΙΝΗ του Αγαθοκλή,ΜΠΕΛΑΒΙΛΑΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΦΩΤΙΑΔΗΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΘΑΝΑΣΙΑΔΗΣ ΛΑΖΑΡΟΣ (ΤΑΚΗΣ) του Θεοδώρου,ΒΟΥΡΕΞΑΚΗ - ΤΑΜΠΟΥΡΑΤΖΗ ΚΑΤΕΡΙΝΑ (ΚΑΤΙΝΑ) του Αναστασίου,ΒΡΟΝΤΑΚΗΣ ΑΝΔΡΕΑΣ του Παντελή,ΚΑΤΣΑΦΑΔΟΣ ΒΑΣΙΛΕΙΟΣ του Ηλία,ΚΟΥΚΟΥΔΑΚΗ ΜΑΡΙΑ (ΜΑΡΑ) του Ευάγγελου,ΜΠΙΣΤΙΝΑ ΔΕΣΠΟΙΝΑ του Απόστολου,ΣΠΑΝΑΚΟΣ ΝΙΚΟΛΑΟΣ του Σπύρου,Κ.Κ.Ε.,ΑΜΠΑΤΙΕΛΟΣ ΝΙΚΟΛΑΟΣ του Γεράσιμου,ΓΚΙΤΑΚΟΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΕΥΑΓΓΕΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΚΟΤΕΑΣ ΑΛΕΞΑΝΔΡΟΣ του Νικολάου,ΚΥΖΙΛΗ ΕΥΣΤΡΑΤΙΑ ΟΛΥΜΠΙΑ του Κλεάνθη,ΛΕΩΤΣΑΚΟΥ ΑΝΝΑ του Σταύρου,ΣΤΑΜΑΤΕΛΟΥ ΔΗΜΗΤΡΑ του Σπυρίδωνα,Ελληνική Λύση - Κ. Βελόπουλος,ΚΟΝΤΟΜΑΝΩΛΗΣ ΣΤΑΜΑΤΙΟΣ του Νικολάου,ΜΑΔΥΤΙΝΟΥ ΑΓΡΙΠΠΙΝΑ του Αθανασίου,ΜΟΣΧΟΥ ΒΑΣΙΛΕΙΟΣ του Παράσχου,ΜΟΥΓΙΟΣ ΠΕΤΡΟΣ του Ναπολέοντος,ΠΑΝΟΥ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΚΥΛΙΤΣΗ ΑΝΝΑ του Γεωργίου,ΨΩΜΙΑΔΟΥ ΧΡΥΣΟΥΛΑ του Παναγιώτη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΒΛΑΝΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη-Παυλή,ΓΕΩΡΓΟΥΛΕΑ ΣΩΤΗΡΙΑ-ΚΥΡΙΑΚΗ (ΣΑΝΤΥ) του Κωνσταντίνου,ΓΚΟΥΜΑΣ ΙΩΑΝΝΗΣ (ΓΙΑΝΗΣ) του Αναστασίου,ΠΕΡΙΦΑΝΗΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΣΤΑΥΡΟΠΟΥΛΟΥ ΣΤΥΛΙΑΝΗ του Σταύρου,ΧΑΡΑΛΑΜΠΑΚΗΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΙΣΣΑ ΜΑΡΙΑ του Χαραλάμπους,ΡΟΥΣΣΗΣ ΦΙΛΙΠΠΟΣ του Ευαγγέλου,Κ.Κ.Ε. (μ-λ),ΒΑΡΣΟΥ ΕΛΕΥΘΕΡΙΑ του Βασιλείου,ΜΠΑΪΡΑΚΤΑΡΗΣ ΑΝΑΣΤΑΣΙΟΣ του Χρήστου,ΤΣΙΚΝΑΣ ΑΝΤΩΝΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΖΕΡΜΑΛΙΑ ΕΙΡΗΝΗ του Στυλιανού,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΔΡΙΑΝΟΥ ΙΦΙΓΕΝΕΙΑ ΠΑΝΑΓΙΩΤΑ του Χαραλάμπους ,ΑΛΦΙΕΡΗΣ ΑΝΤΩΝΙΟΣ του Ευτυχίου,ΔΕΛΑΓΡΑΜΜΑΤΙΚΑ ΓΑΡΥΦΑΛΛΙΑ του Γεωργίου,ΔΙΑΒΟΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Στυλιανού,ΜΕΣΟΛΟΓΓΙΤΗ ΠΗΝΕΛΟΠΗ του Νικολάου,ΠΑΝΑΓΙΩΤΑΚΟΠΟΥΛΟΣ ΠΑΝΤΕΛΕΗΜΩΝ του Ευαγγέλου,ΤΑΒΟΥΛΑΡΗΣ ΜΑΤΘΑΙΟΣ ΒΕΝΙΑΜΙΝ ΑΝΤΡΕΑΣ του Ιωάννη,Κίνημα 21,ΠΕΤΤΑΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΕΥΓΕΝΙΔΟΥ ΑΝΔΡΟΝΙΚΗ (ΝΙΚΗ) του Γεωργίου,ΤΟΥΜΠΟΥΛΙΔΗΣ ΙΟΡΔΑΝΗΣ του Γεωργίου,ΝΙΚΗ,ΚΑΨΑΛΗΣ ΣΠΥΡΟΣ του Δημητρίου,ΝΤΑΚΟΥΛΑΣ ΒΑΣΙΛΕΙΟΣ του Ευαγγέλου,ΡΕΤΣΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αθανασίου,ΣΕΝΗ ΜΑΡΙΝΑ του Ευαγγέλου,ΧΑΡΜΠΗ ΑΡΕΤΗ του Λάμπρου,κοινωνία αξιών,ΚΟΤΡΟΖΟΣ ΑΧΙΛΛΕΥΣ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΡΓΥΡΙΟΥ ΙΟΥΛΙΑ του Μιχαήλ,Ο.Α.Κ.Κ.Ε.,ΧΡΗΣΤΟΥ ΠΑΝΑΓΙΩΤΗΣ του Ευαγγέλου,Μ-Λ Κ.Κ.Ε.,ΝΙΚΗΤΑ ΑΔΑΜΑΝΤΙΑ του Δημητρίου,ΣΤΑΥΡΙΔΗΣ ΙΩΣΗΦ του Σταύρου,Ελλήνων Συνέλευσις,ΖΑΡΜΑΚΟΥΠΗΣ ΑΠΟΣΤΟΛΟΣ του Ιωάννη,ΘΕΜΕΛΗ ΕΛΕΝΗ του Αχιλλέα,ΘΕΟΔΩΡΟΠΟΥΛΟΥ ΕΛΕΝΗ του Θεοδώρου,ΣΚΑΝΤΖΟΣ ΒΑΣΙΛΕΙΟΣ του Εμμανουήλ,ΤΡΑΚΑ ΘΗΡΕΣΙΑ του Ιωάννη,ΤΣΟΡΗΣ ΣΩΤΗΡΙΟΣ του Κωνσταντίνου,ΧΑΤΖΗΓΙΑΝΝΗΣ ΜΙΧΑΗΛ του Γεωργίου,Ένωση Κεντρώων,ΘΕΟΦΙΛΟΠΟΥΛΟΥ ΟΥΡΑΝΙΑ - ΕΛΠΙΝΙΚΗ του Δημητρίου,ΚΑΣΙΜΑΤΗΣ ΓΕΩΡΓΙΟΣ του Βρεττού,ΚΟΚΚΙΝΟΠΑΝΗΣ ΛΕΩΝΙΔΑΣ του Δημητρίου,ΚΟΥΡΓΙΑΛΗ ΦΩΤΕΙΝΗ του Ιωάννη,ΛΑΟΥΤΑΡΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΕΝΙΕΡΗ ΚΑΛΛΙΟΠΗ του Σπυρίδωνος,ΡΑΝΤΟΣ ΣΤΕΦΑΝΟΣ του Χαραλάμπου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΝΝΟΥΣΑΚΗΣ ΙΩΑΝΝΗΣ του Σταύρου,ΑΞΗΣ ΙΓΝΑΤΙΟΣ του Ηλία,ΕΥΘΥΜΙΟΥ ΓΕΩΡΓΙΑ του Χρήστου,ΙΩΑΝΝΙΔΗΣ - ΚΟΝΤΗΣ ΚΥΡΙΑΚΟΣ του Αχιλλέως,ΝΤΙΛΗ ΕΛΕΝΗ του Ιωάννη,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΑΝΑΣΤΑΣΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΒΟΒΟΛΗΣ ΦΑΙΔΩΝ του Ηλία,ΜΠΑΚΟΜΗΤΡΟΥ ΕΥΓΕΝΙΑ του Λουκά,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΔΕΠΑΣΤΑ ΓΙΑΝΝΟΥΛΑ του Παναγιώτη,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΚΟΥΒΑΤΣΟΣ ΠΕΤΡΟΣ του Ηλία,ΜΠΑΪΜΠΑΚΗΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΜΠΟΓΡΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοδώρου,Οικολόγοι Πράσινοι,ΜΗΤΡΟ ΖΑΧΑΡΟΥΛΑ του Αναστάση,ΜΗΤΡΟΣ ΑΧΙΛΛΕΑΣ του Αναστάση,ΠΕΤΡΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλεξάνδρου,ΕΑΝ...,ΦΛΙΣΚΑΝΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΔΗΜΟΥΛΗ ΑΝΔΡΙΑΝΗ του Νικολάου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΟΥΣΟΥΡΗΣ ΠΕΤΡΟΣ του Δημητρίου,ΣΟΦΙΟΥ ΠΑΝΑΓΙΩΤΑ (ΝΟΤΑ) του Στυλιανού,ΤΖΙΚΑ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΠΑΥΛΟΣ του Γεωργίου
40 - Α' Πειραιώς,70 E.T. Δήμου Πειραιώς,526,329,10,1,11,318,138,25,28,46,26,28,52,6,75,0,18,13,15,13,13,8,13,2,5,0,4,3,2,1,17,5,1,1,2,3,3,4,14,5,3,5,0,0,4,2,9,1,6,1,1,3,1,2,0,2,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,1,5,3,1,1,1,5,0,0,0,1,0,0,0,2,2,0,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,2,2,0,0,0,0,1,0,1,2,0,0,0,0,0,7,4,2,4,4,4,0,0,13,3,8,4,2
40 - Α' Πειραιώς,71 E.T. Δήμου Πειραιώς,527,359,4,2,6,353,161,45,35,68,24,26,49,14,64,0,11,9,14,10,5,13,21,2,2,6,5,7,7,4,28,19,3,4,8,3,3,7,19,11,3,3,2,0,7,3,5,2,1,0,0,3,1,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,4,3,2,3,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,1,0,0,0,1,0,0,3,0,2,2,2,0,0,0,0,7,4,3,3,0,0,0,0,23,5,11,11,5
40 - Α' Πειραιώς,72 E.T. Δήμου Πειραιώς,518,330,8,2,10,320,114,25,19,60,17,25,39,4,71,0,8,20,14,10,12,11,19,3,2,1,8,4,5,4,30,8,6,1,3,4,8,7,19,8,2,2,1,3,7,5,5,3,3,0,1,1,1,0,0,0,1,0,1,0,2,0,4,0,0,0,1,0,0,0,2,0,5,2,2,0,0,9,4,3,0,5,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,5,0,2,1,0,1,1,0,2,0,0,3,3,2,2,1,0,6,3,3,2,1,1,0,0,14,3,7,10,2
40 - Α' Πειραιώς,73 E.T. Δήμου Πειραιώς,522,344,14,0,14,330,134,36,30,52,28,26,51,8,68,0,11,20,15,3,14,16,16,3,1,3,5,5,5,3,29,11,2,0,5,5,4,10,21,8,6,5,1,0,7,2,9,0,4,0,0,1,2,0,0,0,3,1,0,0,0,0,3,0,0,0,1,0,0,1,3,3,1,0,5,4,4,7,3,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,4,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,7,5,2,4,0,0,0,0,15,2,7,7,3
40 - Α' Πειραιώς,74 E.T. Δήμου Πειραιώς,525,342,7,2,9,333,129,15,20,54,13,14,46,11,83,0,9,24,14,8,16,15,27,3,5,4,12,4,4,1,22,9,4,2,3,2,2,7,11,4,1,4,0,1,1,0,10,1,1,2,2,1,3,4,2,2,0,0,0,0,0,0,3,1,1,0,2,0,0,0,3,2,2,2,2,2,0,5,4,1,0,4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,2,0,3,0,0,3,0,2,0,0,1,0,1,1,4,3,2,2,0,0,0,0,16,2,9,8,2
40 - Α' Πειραιώς,75 E.T. Δήμου Πειραιώς,529,341,13,2,15,326,126,26,23,51,20,29,47,11,60,0,14,19,14,6,6,5,23,5,0,6,4,8,6,0,45,15,6,3,6,11,12,7,11,4,4,2,1,1,3,3,7,0,4,0,1,2,3,1,1,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,5,1,1,2,1,1,1,1,2,0,2,3,3,0,0,0,0,12,5,5,0,2,2,0,0,13,5,8,7,0
40 - Α' Πειραιώς,76 E.T. Δήμου Πειραιώς,527,300,12,1,13,287,122,32,22,48,23,28,24,10,74,0,20,19,8,6,16,8,16,1,5,6,4,4,6,2,34,14,3,1,3,9,9,10,7,4,2,1,1,1,0,1,8,2,2,3,0,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,0,4,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2,0,2,2,2,1,0,0,1,2,0,0,0,0,0,0,0,5,1,2,3,2
40 - Α' Πειραιώς,77 E.T. Δήμου Πειραιώς,530,352,6,3,9,343,155,34,29,64,27,26,55,9,82,0,8,19,26,18,19,9,19,5,1,3,7,5,4,2,20,7,3,1,5,3,6,4,16,7,4,4,2,0,3,3,3,0,0,2,0,1,0,0,0,0,2,1,1,0,0,0,2,1,1,1,0,0,1,0,1,1,3,2,3,0,0,7,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,2,0,0,1,5,2,1,0,2,2,0,0,15,3,9,7,3
40 - Α' Πειραιώς,78 E.T. Δήμου Πειραιώς,532,337,8,0,8,329,140,38,22,62,29,27,37,9,63,0,7,17,12,0,15,11,14,2,6,3,3,5,3,0,31,11,6,0,6,10,13,5,20,6,4,6,4,0,4,3,5,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,7,3,1,1,7,2,2,0,1,1,0,0,1,0,0,0,2,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,3,2,1,0,0,2,2,0,1,0,0,1,0,1,0,1,1,3,1,0,2,2,2,0,0,10,2,7,5,2
40 - Α' Πειραιώς,79 E.T. Δήμου Πειραιώς,536,356,3,2,5,351,141,33,21,56,24,26,49,11,95,0,12,19,15,10,16,23,23,10,4,5,5,9,3,1,23,8,3,3,0,3,5,5,8,3,2,2,0,1,2,1,10,2,2,2,1,1,3,0,0,0,1,1,0,0,0,0,4,1,0,1,1,0,0,1,4,3,4,3,1,0,0,6,3,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,3,0,1,0,1,3,1,1,1,4,1,1,4,0,2,0,0,3,0,3,1,1,0,0,0,0,3,2,2,1,0,0,1,1,13,2,4,6,3
40 - Α' Πειραιώς,80 E.T. Δήμου Πειραιώς,516,319,1,0,1,318,120,24,24,55,19,21,44,10,78,0,7,20,17,10,15,16,22,6,6,2,6,5,2,2,31,17,4,1,5,6,13,7,10,1,3,1,1,1,2,0,11,2,5,1,0,6,2,2,1,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,1,4,2,3,1,3,2,1,3,0,0,2,1,14,2,7,5,0
40 - Α' Πειραιώς,81 E.T. Δήμου Πειραιώς,537,342,5,1,6,336,128,29,27,47,34,19,46,11,68,0,19,14,11,9,12,8,25,6,3,11,7,9,6,3,31,17,4,3,5,10,4,5,14,3,5,3,2,1,3,5,12,5,6,0,0,6,1,1,1,1,0,0,0,0,0,0,3,2,2,1,0,0,0,0,4,4,7,5,2,0,0,5,3,2,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,5,0,0,2,0,1,0,0,3,0,0,3,2,1,1,1,0,6,4,4,3,2,1,1,1,12,3,7,7,1
40 - Α' Πειραιώς,82 E.T. Δήμου Πειραιώς,528,345,14,2,16,329,142,32,36,54,35,23,46,9,69,0,8,14,16,8,7,8,26,1,5,5,12,5,8,1,23,13,3,0,4,4,3,13,13,6,2,3,0,1,1,3,9,1,5,1,1,1,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,4,3,0,0,0,7,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,2,0,1,1,0,0,0,0,0,14,4,2,10,0,0,0,0,10,4,7,5,2
40 - Α' Πειραιώς,83 E.T. Δήμου Πειραιώς,524,329,14,3,17,312,110,18,22,46,16,15,37,8,64,0,14,14,13,9,13,6,27,4,10,6,8,6,5,4,29,6,5,2,3,8,9,7,13,4,4,3,2,0,4,0,13,3,6,2,0,2,0,2,1,0,0,0,0,0,0,0,5,2,1,1,0,1,1,0,4,1,2,1,2,1,2,12,5,3,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,6,3,1,0,0,3,0,0,3,0,1,1,1,1,0,0,0,3,2,1,1,0,0,1,1,11,2,2,2,1
40 - Α' Πειραιώς,84 E.T. Δήμου Πειραιώς,530,339,11,2,13,326,143,28,22,65,29,26,42,8,75,0,11,19,6,6,14,6,20,4,4,6,3,8,3,2,15,4,4,1,0,2,4,4,9,1,2,1,1,0,2,2,12,2,5,2,2,3,3,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,1,0,7,1,0,1,2,2,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,1,0,5,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,2,2,24,4,13,13,4
40 - Α' Πειραιώς,85 E.T. Δήμου Πειραιώς,537,329,19,1,20,309,111,25,26,38,12,18,43,6,66,0,11,14,11,8,10,7,19,6,4,2,7,6,4,0,35,14,4,3,3,7,5,9,12,1,3,6,0,2,4,2,7,0,1,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,2,3,1,1,7,5,4,0,3,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,2,1,0,1,1,1,1,3,1,1,2,0,2,0,0,3,0,1,2,1,2,0,2,1,4,3,2,0,1,0,0,0,18,6,8,6,6
40 - Α' Πειραιώς,86 E.T. Δήμου Πειραιώς,536,349,4,3,7,342,145,25,21,66,25,28,48,8,79,0,15,14,18,9,14,9,28,3,5,6,9,9,5,3,21,11,0,3,4,5,7,5,11,3,1,2,5,1,1,0,3,0,0,2,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,5,4,1,0,0,10,3,2,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,3,2,1,2,1,0,1,0,1,0,1,1,1,1,0,0,0,10,4,0,6,1,1,1,1,11,1,8,6,0
40 - Α' Πειραιώς,87 E.T. Δήμου Πειραιώς,468,286,12,1,13,273,103,34,13,26,23,7,39,6,63,0,8,18,15,7,14,10,23,4,5,3,6,8,3,4,27,12,3,2,1,5,9,7,10,5,1,1,2,0,1,3,10,1,4,1,0,4,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,6,1,3,0,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,2,0,1,2,2,0,0,0,0,5,0,0,1,0,0,0,0,13,0,9,9,1
40 - Α' Πειραιώς,88 E.T. Δήμου Πειραιώς,545,332,5,0,5,327,166,55,20,66,21,23,74,11,65,0,12,20,12,14,17,6,16,1,2,3,2,5,4,1,28,11,4,0,6,3,4,5,8,1,1,0,1,0,3,2,7,2,2,1,1,0,1,0,0,0,3,3,1,0,1,0,2,0,0,0,0,0,0,0,1,1,5,2,1,1,1,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,7,4,3,1,2,2,0,0,2,0,2,0,0,1,1,0,1,1,0,0,0,0,0,1,1,5,3,1,2,3
40 - Α' Πειραιώς,89 E.T. Δήμου Πειραιώς,528,331,4,2,6,325,170,44,39,59,24,25,65,6,69,0,11,18,7,7,14,6,11,1,2,2,2,4,3,1,21,8,6,3,1,1,6,5,11,4,1,7,2,0,4,0,6,1,3,0,0,1,1,1,1,1,3,2,1,1,0,0,2,0,0,0,0,0,0,0,1,1,4,3,8,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,0,4,5,1
40 - Α' Πειραιώς,90 E.T. Δήμου Πειραιώς,543,308,11,1,12,296,140,40,20,60,27,22,45,13,60,0,8,18,10,6,18,4,15,3,6,2,1,5,3,1,25,11,5,1,3,3,7,6,15,5,2,4,5,0,3,1,10,1,5,0,2,4,1,0,0,0,2,1,1,0,0,0,4,2,0,1,1,1,0,0,1,1,0,0,3,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,1,1,1,2,1,1,0,1,1,1,1,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,4,4,0
40 - Α' Πειραιώς,91 E.T. Δήμου Πειραιώς,541,300,6,3,9,291,148,38,25,55,32,21,51,13,48,0,7,13,6,5,17,6,25,5,6,2,13,2,2,6,23,8,4,0,1,5,6,13,3,0,0,0,0,0,0,0,9,2,3,2,0,4,1,3,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,2,0,1,1,1,4,3,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,7,2,3,3,1
40 - Α' Πειραιώς,92 E.T. Δήμου Πειραιώς,537,294,1,1,2,292,142,29,29,63,23,17,64,5,49,0,8,15,8,2,16,9,18,2,4,2,0,9,4,0,29,7,0,2,0,7,7,17,10,3,1,2,0,0,7,1,7,2,4,1,1,2,2,0,0,0,1,0,0,0,2,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,1,4,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,6,3,1,1,0,4,0,0,0,0,0,0,0,3,2,1,3,5,3,0,2,1,0,2,1,5,2,2,1,0
40 - Α' Πειραιώς,93 E.T. Δήμου Πειραιώς,540,320,5,1,6,314,175,51,30,73,21,29,68,13,46,0,8,10,9,7,15,5,14,6,3,3,2,3,1,3,21,6,3,1,3,4,4,4,13,1,2,1,1,2,5,3,9,3,4,2,0,3,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,3,2,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,3,1,1,0,0,1,0,0,2,2,0,0,0,0,3,0,0,0,1,1,0,0,14,3,4,4,3
40 - Α' Πειραιώς,94 E.T. Δήμου Πειραιώς,540,301,7,1,8,293,125,23,16,53,26,24,52,2,65,0,12,15,14,4,15,9,12,2,3,1,5,4,2,1,25,8,4,3,7,3,8,8,10,1,2,2,1,1,4,1,18,2,10,4,1,6,3,0,0,0,0,0,0,0,1,0,5,1,1,0,1,1,0,0,3,0,3,2,2,0,0,9,6,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,3,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,6,0,5,3,1
