ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΙΑΝΝΙΚΟΥΡΗΣ ΑΝΤΩΝΙΟΣ του Εμμανουήλ,ΕΜΜΑΝΟΥΗΛ ΑΙΚΑΤΕΡΙΝΗ-ΣΤΥΛΙΑΝΗ του Αντωνίου,ΙΑΤΡΙΔΗ ΤΣΑΜΠΙΚΑ (ΜΙΚΑ) του Ιωάννη,ΚΟΝΣΟΛΑΣ ΕΜΜΑΝΟΥΗΛ (ΜΑΝΟΣ) του Νικία,ΠΑΠΠΑΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΥΨΗΛΑΝΤΗΣ ΒΑΣΙΛΕΙΟΣ-ΝΙΚΟΛΑΟΣ του Αναστασίου,ΦΤΑΚΛΑΚΗ ΠΑΡΑΣΚΕΥΗ-ΕΛΕΥΘΕΡΙΑ (ΛΙΤΣΑ) του Παναγιώτη,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΓΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Θωμά,ΓΙΑΝΝΑΡΟΥ ΣΤΥΛΙΑΝΗ (ΣΤΕΛΛΑ) του Νικολάου,ΚΑΜΑΤΕΡΟΣ ΗΛΙΑΣ του Ιωάννη,ΚΑΡΑΓΙΑΝΝΗ ΧΡΥΣΟΥΛΑ (ΧΡΥΣΑ) του Σάββα,ΚΑΣΣΑΡΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΑΡΑΝΤΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Βασιλείου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΟΛΟΝΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Μιχαήλ,ΓΑΒΑΛΑ ΚΑΤΕΡΙΝΑ του Νικολάου,ΚΟΥΝΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Πέτρου,ΝΙΚΗΤΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΟΙΚΟΥΤΑ ΕΛΕΥΘΕΡΙΑ του Ευριπίδη,ΧΑΝΙΩΤΗΣ ΜΙΧΑΗΛ του Φραγκίσκου,ΧΑΤΖΗΔΙΑΚΟΣ ΦΩΤΙΟΣ του Στέργου,Κ.Κ.Ε.,ΑΓΓΕΛΟΥ ΙΩΑΝΝΗΣ του Γεωργίου,ΓΟΥΡΛΑ ΔΕΣΠΟΙΝΑ του Νικολάου,ΚΟΥΝΤΟΥΡΗ ΘΕΑΝΩ του Εμμανουήλ,ΜΑΚΡΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Νικολάου,ΠΟΤΣΟΣ ΚΑΛΕΤΟΣ (ΤΑΚΗΣ) του Κωνσταντίνου,ΤΣΟΥΚΑΛΑΣ ΓΕΩΡΓΙΟΣ του Μάμμα,ΦΡΑΖΗΣ ΝΙΚΟΛΑΟΣ ΝΕΚΤΑΡΙΟΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΝΤΩΝΟΓΛΟΥ ΜΑΡΙΚΑ του Κυριάκου,ΓΑΒΑΛΑΣ ΧΑΡΑΛΑΜΠΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΑΛΥΜΙΑΛΑΡΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΚΑΡΑΜΠΑΤΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΛΥΚΟΠΑΝΤΗ ΕΙΡΗΝΗ του Ηλία,ΜΑΝΟΥΣΟΥ ΕΛΕΝΗ του Δαμιανού,ΠΑΠΟΥΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Στέφανου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΑΒΕΡΑΣ ΦΙΛΙΠΠΟΣ του Κωνσταντίνου,ΚΑΝΕΤΑΚΗΣ ΓΕΩΡΓΙΟΣ του Θεμιστοκλή,ΚΟΡΑΚΙΑΝΙΤΗ ΠΑΡΑΣΚΕΥΗ (ΒΟΥΛΑ) του Σπυρίδωνα,ΜΠΑΡΑΚΑΣ ΑΘΑΝΑΣΙΟΣ του Αντωνίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΔΗΜΗΤΡΙΟΣ του Σάββα,ΣΟΥΛΟΥ ΑΝΝΑ (ΑΝΝΕΤΑ) του Νικολάου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΑΝΛΗ ΜΑΡΙΑ του Ελπιδοφόρου,ΜΕΝΤΙΣΟΠΟΥΛΟΥ ΑΝΝΑ του Κυριάκου,ΜΠΕΛΛΟΣ ΑΠΟΣΤΟΛΟΣ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΜΠΑΚΑΣ ΑΓΓΕΛΟΣ του Βασιλείου,Ο.Κ.Δ.Ε.,ΚΟΛΙΟΥ ΞΑΝΘΗ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΘΟΠΟΥΛΗ ΧΡΥΣΑΝΘΗ ΑΛΚΗΣΤΗ του Σακελλάριου Νικόλαου,ΚΟΜΗΝΕΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΚΥΠΡΙΩΤΗΣ ΛΑΜΠΡΟΣ του Μιχαήλ,Κίνημα 21,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΑΦΣΑΡΙΔΗ ΚΡΥΣΤΑΛΙΑ του Προδρόμου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΒΡΟΥΒΑΣ ΓΕΩΡΓΙΟΣ του Αντωνίου,ΚΑΠΕΤΑΝΑΚΗ ΙΩΑΝΝΑ του Ανδρέα,ΣΤΕΦΑΝΑΚΗ ΜΑΡΙΑ του Χρήστου,ΝΙΚΗ,ΝΤΟΥΦΑΣ ΘΕΟΦΑΝΗΣ του Γεωργίου,ΠΑΠΑΣΤΑΜΑΤΑΚΗΣ ΣΤΑΜΑΤΙΟΣ του Γεωργίου,ΠΑΡΑΣΧΗ ΑΝΑΣΤΑΣΙΑ του Αντωνίου,κοινωνία αξιών,ΧΙΩΤΙΝΗ (ΚΥΒΕΛΟΥ) ΣΤΕΛΛΑ-ΣΟΦΙΑ του Ιωάννου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΓΑΖΑΚΗ ΖΩΗ του Παντελή,Ο.Α.Κ.Κ.Ε.,ΚΑΡΑΚΑΤΣΑΝΗΣ ΦΡΑΝΤΖΕΣΚΟΣ του Ιωάννη,Μ-Λ Κ.Κ.Ε.,ΑΜΑΛΛΟΥ ΘΕΜΙΣ του Αναστάσιου,Ελλήνων Συνέλευσις,ΗΡΑΚΛΕΙΔΗΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΚΑΛΑΒΡΙΑ ΓΕΩΡΓΙΑ του Μιχαήλ,ΜΟΣΧΗ ΤΣΑΜΠΙΚΑ του Κυριάκου,ΜΠΕΛΕΓΡΗΣ ΣΩΤΗΡΙΟΣ ΣΑΒΒΑΣ του Ηλία,ΠΑΠΑΔΟΠΟΥΛΟΥ ΠΑΡΘΕΝΑ του Αντωνίου,ΦΕΛΕΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,ΧΑΤΖΗΔΗΜΗΤΡΙΟΥ ΕΜΜΑΝΟΥΗΛ του Ευστάθιου,Ένωση Κεντρώων,ΑΝΔΡΕΑΔΗΣ ΔΙΑΜΑΝΤΗΣ του Ευστρατίου,ΑΧΛΑΔΗ ΤΟΥΛΑ (ΠΑΜΕΛΑ) του Νικολάου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΖΑΧΑΡΙΑΣ ΣΑΒΒΑΣ του Παναγιώτη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΧΑΡΑΛΑΜΠΙΔΗΣ ΑΛΕΞΙΟΣ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΤΖΑΝΗΣ (ΖΑΝΝΗΣ) ΙΩΑΝΝΗΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΛΚΙΤΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΕΤΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΧΑΤΖΗΙΩΑΝΝΟΥ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,Οικολόγοι Πράσινοι,ΔΕΛΛΑΤΟΛΑ ΑΝΝΑ του Ματθαίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΖΑΖΑΝΗ ΑΘΑΝΑΣΙΑ του Αναστασίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΘΑΝΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΛΑΪΝΑ ΜΑΡΙΑ του Αθανασίου,ΠΑΝΑΗ ΕΥΑΓΓΕΛΙΑ του Μιχαήλ,ΣΑΒΒΙΔΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΚΩΣΤΗΣ) του Νικολάου,ΧΑΛΚΙΑΣ ΙΩΑΝΝΗΣ του Βασιλείου
52 - Δωδεκανήσου,84 E.T. Δήμου Ηρωικής Νήσου Κάσου,456,134,2,0,2,132,82,36,3,10,31,34,10,2,9,0,3,2,0,2,2,4,31,4,7,18,10,1,2,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
52 - Δωδεκανήσου,85 E.T. Δήμου Ηρωικής Νήσου Κάσου,452,171,1,0,1,170,92,38,5,11,30,43,21,7,19,0,4,1,0,7,5,10,33,7,4,19,12,1,3,12,7,1,1,4,0,0,1,0,5,3,0,0,1,0,4,1,2,1,0,1,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
52 - Δωδεκανήσου,86 E.T. Δήμου Ηρωικής Νήσου Κάσου,450,166,2,0,2,164,95,50,9,19,34,38,13,9,21,0,4,1,2,6,6,5,28,2,1,19,14,0,2,6,6,2,2,0,1,0,3,1,3,2,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,0
52 - Δωδεκανήσου,87 E.T. Δήμου Καρπάθου,516,245,3,5,8,237,127,25,8,27,64,52,38,3,23,0,7,2,2,8,4,6,45,5,5,5,13,4,29,11,5,1,2,4,1,0,1,1,11,4,2,3,0,4,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,3,1,2,1,2,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,3,2,0,0,8,2,0,1,1,5
52 - Δωδεκανήσου,88 E.T. Δήμου Καρπάθου,542,267,8,7,15,252,139,20,0,32,82,42,39,10,15,0,5,2,5,1,1,2,42,6,7,3,4,2,31,12,3,1,1,1,1,0,0,0,13,4,1,3,0,1,4,2,5,0,0,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,6,6,0,0,3,1,1,0,3,1,1,2,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,1,0,0,3,3,0,0,2,2,2,2,2,2,0,0,2,2,1,1,6,2,2,3,0,1
52 - Δωδεκανήσου,89 E.T. Δήμου Καρπάθου,507,225,4,0,4,221,108,16,8,24,56,44,23,7,32,0,13,4,2,9,7,9,28,2,0,1,4,3,24,8,3,1,0,0,0,1,1,1,12,6,3,2,2,1,2,0,5,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,9,5,2,2,2,1,1,0,5,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,2,2,1,0,0,0,0,0,2,2,0,0,1,1,0,0,4,0,1,0,0,1
52 - Δωδεκανήσου,90 E.T. Δήμου Καρπάθου,560,289,6,2,8,281,129,26,5,20,78,44,23,13,32,0,8,0,3,7,9,11,49,5,1,2,15,3,38,9,7,2,2,1,2,0,0,0,12,1,5,2,1,2,2,4,3,2,0,1,2,1,0,1,1,1,0,1,1,0,0,3,0,2,2,4,1,0,0,5,3,1,3,8,2,4,4,0,0,0,0,0,0,0,0,4,0,0,2,1,3,1,0,1,1,1,0,0,3,2,1,1,0,0,3,3,0,0,6,3,0,0,9,1,4,4,2,3
52 - Δωδεκανήσου,91 E.T. Δήμου Καρπάθου,561,290,11,3,14,276,130,38,5,24,58,40,33,10,36,0,8,4,3,8,4,5,46,7,2,8,22,1,32,5,8,2,1,2,0,1,3,0,11,3,4,1,1,3,1,0,8,3,0,2,2,1,2,2,0,1,1,1,0,0,0,0,0,0,0,5,3,0,0,12,6,6,2,2,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,4,0,0,1,1,1,1,0,0,0,0,0,0,5,0,0,3,0,2
52 - Δωδεκανήσου,92 E.T. Δήμου Καρπάθου,318,120,2,0,2,118,85,40,11,10,32,31,26,4,7,0,4,0,0,3,1,0,10,0,0,1,1,0,9,3,4,2,0,0,1,1,0,0,3,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
52 - Δωδεκανήσου,93 E.T. Δήμου Καρπάθου,279,114,0,0,0,114,77,29,3,5,30,24,26,2,9,0,1,1,0,2,6,1,14,0,1,3,5,0,11,3,0,0,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,2,1,2,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
52 - Δωδεκανήσου,94 E.T. Δήμου Καρπάθου,351,187,0,0,0,187,129,39,5,48,62,40,25,7,18,0,4,2,0,1,0,3,20,1,0,0,1,0,17,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,2
52 - Δωδεκανήσου,95 E.T. Δήμου Καρπάθου,375,181,2,0,2,179,117,37,5,50,55,36,18,4,22,0,9,0,1,5,2,5,25,1,0,1,3,0,20,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
52 - Δωδεκανήσου,96 E.T. Δήμου Καρπάθου,520,188,11,0,11,177,86,23,0,13,49,27,27,12,14,0,0,0,1,3,2,3,56,4,10,5,4,1,51,16,3,1,0,0,0,1,0,0,6,3,2,2,0,0,1,1,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52 - Δωδεκανήσου,97 E.T. Δήμου Καρπάθου,479,160,1,0,1,159,85,37,4,12,80,2,16,2,17,0,6,1,5,2,10,2,49,0,0,7,11,15,45,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1
52 - Δωδεκανήσου,98 E.T. Δήμου Καρπάθου,520,184,1,0,1,183,77,7,3,14,26,16,55,5,12,0,2,1,0,0,4,2,66,2,0,3,13,2,65,5,3,1,0,1,0,1,0,0,3,2,1,0,0,0,0,0,5,0,0,2,0,2,2,3,2,1,2,0,0,0,0,1,0,0,0,2,2,1,0,1,0,1,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,2,1,1,2
52 - Δωδεκανήσου,99 E.T. Δήμου Καρπάθου,526,250,0,1,1,249,125,39,14,29,74,29,45,1,34,0,16,1,2,9,11,4,58,8,1,7,24,2,33,9,2,0,0,0,0,0,0,0,8,3,0,1,0,2,1,3,5,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,5,0,1,0,0,4
52 - Δωδεκανήσου,100 E.T. Δήμου Καρπάθου,472,246,8,1,9,237,144,49,11,33,51,72,28,4,15,0,4,0,0,0,2,3,23,3,2,2,6,1,16,5,4,0,0,1,1,0,0,0,12,1,3,1,2,3,2,2,5,0,0,0,0,1,1,3,0,0,2,0,0,0,0,0,0,0,0,5,3,3,2,0,0,0,0,8,2,2,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,2,2,0,0,0,0,1,1,0,0,8,0,2,4,0,4
52 - Δωδεκανήσου,101 E.T. Δήμου Καρπάθου,431,211,1,0,1,210,112,35,5,37,40,56,18,5,25,0,9,1,3,4,7,3,42,3,4,1,17,0,38,4,1,0,0,0,1,1,0,0,11,6,0,3,2,2,3,3,1,0,0,0,1,0,1,4,0,2,3,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,8,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0
52 - Δωδεκανήσου,102 E.T. Δήμου Καρπάθου,334,159,3,0,3,156,77,22,3,15,48,20,22,2,16,0,5,0,1,1,12,0,36,2,4,0,5,0,32,19,4,1,0,2,1,0,0,0,5,2,1,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,3,1,1,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,0,0,0,0,0,0,2,0,0,0,0,0
52 - Δωδεκανήσου,103 E.T. Δήμου Καρπάθου,262,81,1,0,1,80,47,8,0,4,32,16,15,0,20,0,12,1,2,3,1,2,5,0,2,0,0,1,3,2,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
52 - Δωδεκανήσου,104 E.T. Δήμου Καρπάθου,340,90,1,0,1,89,49,15,0,4,33,9,13,1,13,0,5,0,0,5,0,1,14,0,2,1,4,2,8,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,3,7
52 - Δωδεκανήσου,105 E.T. Δήμου Καρπάθου,492,178,6,0,6,172,90,18,9,15,59,15,10,4,19,0,3,0,4,1,0,1,31,1,2,6,5,2,19,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,2,4,2,0,0,11,0,2,0,0,5
52 - Δωδεκανήσου,106 E.T. Δήμου Κω,626,384,12,5,17,367,159,57,9,41,48,45,30,9,50,0,3,4,19,3,0,5,49,4,20,3,20,2,2,7,12,1,5,2,4,0,1,0,27,4,8,2,2,2,0,5,8,1,2,1,0,1,4,5,2,0,1,1,1,0,0,1,1,0,0,2,2,0,0,4,2,1,1,8,3,2,4,4,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3,1,1,3,2,3,2,5,3,2,1,4,2,1,1,9,2,1,0,4,0,0,0,2,1
52 - Δωδεκανήσου,107 E.T. Δήμου Κω,504,262,11,2,13,249,114,44,8,40,40,30,23,5,40,0,4,3,23,4,3,1,34,6,12,1,21,0,1,6,10,1,3,1,6,0,1,0,22,3,6,14,2,2,2,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,2,2,3,3,2,0,4,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,1,1,1,0,0,0,3,2,2,0,1,1
52 - Δωδεκανήσου,108 E.T. Δήμου Κω,499,228,8,1,9,219,109,34,5,26,26,41,25,5,27,0,3,2,13,3,0,0,36,3,16,3,19,2,0,7,6,0,2,0,5,0,0,1,7,4,3,2,0,0,0,2,2,0,0,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,4,3,0,0,4,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,2,2,3,2,0,0,0,0,0,0,8,3,3,0,0,1
52 - Δωδεκανήσου,109 E.T. Δήμου Κω,489,225,12,3,15,210,111,44,5,36,30,21,30,5,27,0,6,1,16,3,3,2,30,4,17,6,22,0,1,6,6,1,2,0,3,0,1,0,14,2,2,6,2,2,1,3,2,0,2,0,0,0,0,2,1,0,1,0,0,1,1,0,0,0,0,2,1,1,1,3,2,1,0,5,4,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
52 - Δωδεκανήσου,110 E.T. Δήμου Κω,500,246,6,3,9,237,110,43,0,33,21,47,37,2,40,0,5,1,25,1,1,3,35,5,15,4,26,2,0,4,8,2,2,1,4,1,1,0,16,6,2,6,3,1,1,6,3,1,0,3,0,0,0,1,0,1,1,0,0,0,0,2,0,2,0,1,1,1,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,3,2,1,0,2,0,0,0,1,0,1,0,0,0,5,1,3,3,0,0
52 - Δωδεκανήσου,111 E.T. Δήμου Κω,494,264,4,2,6,258,127,43,6,31,36,48,25,10,46,0,3,1,23,2,9,2,38,12,23,2,16,1,0,6,16,1,5,1,13,0,0,5,7,5,1,1,0,3,2,0,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,4,4,1,1,0,0,0,0,0,0,1,0,0,0,4,1,2,2,1,0
52 - Δωδεκανήσου,112 E.T. Δήμου Κω,462,218,10,1,11,207,98,44,3,27,23,32,24,2,23,0,1,1,14,5,2,3,32,4,19,0,16,1,0,9,13,1,3,1,12,0,1,1,19,3,7,11,1,2,4,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,2,2,1,0,1,1,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,2,1,1,1,4,4,1,1,1,1
52 - Δωδεκανήσου,113 E.T. Δήμου Κω,495,306,6,1,7,299,128,58,7,30,36,46,16,10,32,0,2,1,20,1,2,3,70,9,38,9,43,1,1,4,13,3,4,1,10,0,1,0,18,4,3,7,0,2,3,1,11,2,8,1,0,0,3,4,2,3,1,0,0,0,0,1,0,1,1,2,2,2,1,3,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,5,1,0,1,2,0
52 - Δωδεκανήσου,114 E.T. Δήμου Κω,559,367,11,4,15,352,155,79,15,38,38,48,25,5,57,0,0,2,31,3,6,7,56,6,26,7,39,0,2,7,18,7,3,3,7,1,0,3,13,7,3,4,1,0,2,1,9,1,4,2,1,0,1,3,2,0,2,0,0,0,0,1,1,1,0,4,2,3,2,2,1,2,1,7,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,2,2,2,1,2,2,4,3,0,0,10,4,2,1,5,2
52 - Δωδεκανήσου,115 E.T. Δήμου Κω,516,269,9,4,13,256,119,39,10,41,34,42,23,4,24,0,1,2,14,1,3,0,52,5,28,7,35,1,1,6,11,1,0,2,3,1,0,2,13,0,4,8,1,1,3,1,1,1,0,0,0,1,0,5,4,0,5,0,0,1,1,3,2,2,0,1,1,0,0,4,3,0,1,8,3,3,4,2,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,1,1,0,4,1,1,0,1,0
52 - Δωδεκανήσου,116 E.T. Δήμου Κω,468,290,8,5,13,277,103,44,10,31,30,30,19,2,34,0,1,3,20,3,2,5,64,4,33,6,43,3,3,8,12,1,2,1,8,1,0,0,25,3,3,9,3,3,4,5,5,2,2,2,0,0,3,5,3,2,1,2,2,0,0,1,0,0,0,1,1,0,0,2,2,2,0,8,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,1,0,0,0,3,2,1,0,6,4,3,0,3,1
