ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΖΕΜΠΙΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΚΑΡΑΜΠΑΤΣΩΛΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοδώρου,ΚΑΡΒΕΛΑΣ ΣΤΥΛΙΑΝΟΣ (ΣΤΕΛΙΟΣ) του Ιωάννη,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ (ΣΙΜΟΣ) του Βασιλείου,ΛΑΓΟΣ ΦΩΤΙΟΣ του Κωνσταντίνου,ΠΝΕΥΜΑΤΙΚΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΤΑΜΑΤΕΑ-ΒΑΡΔΟΥΛΑΚΗ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΤΡΙΓΩΝΗ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Μάνθου-Κωνσταντίνου,ΣΥΡΙΖΑ,ΑΚΡΙΩΤΟΥ ΘΕΟΔΩΡΑ του Γεωργίου,ΑΠΟΣΤΟΛΟΥ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΓΙΑΧΟΛΛΑΡΗ ΑΓΓΕΛΟΣ ΔΙΟΝΥΣΙΟΣ του Νίκο,ΘΑΛΑΣΣΙΝΟΥ ΑΛΕΞΑΝΔΡΑ του Γεωργίου,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ του Άγγελου,ΛΙΒΑΝΙΟΥ ΖΩΗ του Ευάγγελου,ΦΡΥΓΑΝΙΩΤΗ ΕΥΛΑΜΠΙΑ (ΒΑΝΑ) του Γεωργίου,ΧΑΤΖΗΓΙΑΝΝΑΚΗΣ ΜΙΛΤΙΑΔΗΣ του Ευάγγελου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΘΕΟΔΩΡΟΥ ΑΛΕΞΑΝΔΡΟΣ του Ιωάννη,ΚΑΖΑΝΗ ΑΙΚΑΤΕΡΙΝΗ του Νικολάου,ΚΑΛΑΒΡΗΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΚΙΟΥΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΜΠΟΥΡΑΝΤΑΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΣΟΥΡΡΑΣ ΙΩΑΝΝΗΣ του Σπυρίδωνος,ΤΑΡΤΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΤΟΥΛΟΥΜΗ ΑΝΝΑ - ΕΙΡΗΝΗ του Νικολάου,Κ.Κ.Ε.,ΑΥΛΩΝΙΤΗ ΔΗΜΗΤΡΑ (ΤΑΝΙΑ) του Ευαγγέλου,ΓΕΩΡΓΑΝΤΖΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΜΑΡΙΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΜΟΥΤΟΥΣΙΔΗΣ ΣΤΕΦΑΝΟΣ του Γεωργίου,ΠΑΠΑΣΩΤΗΡΙΟΥ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΠΥΘΟΥΛΑ ΓΕΩΡΓΙΑ ΔΕΣΠΟΙΝΑ του Παρασκευά,ΤΖΑΒΑΡΑΣ ΙΩΑΝΝΗΣ του Ευαγγέλου Αντωνίου,ΤΣΙΒΙΚΑ ΓΡΑΝΕΤΑ του Ευαγγέλου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΜΟΝΗΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΓΙΑΠΑΠΠΑ ΕΥΑΓΓΕΛΙΑ του Ευσταθίου,ΚΑΤΣΙΑΜΑΚΑΣ ΙΩΑΝΝΗΣ του Σπυρίδωνος,ΛΙΩΝΗΣ ΕΥΑΓΓΕΛΟΣ του Ιωάννη,ΜΠΑΣΟΥΚΟΣ ΑΠΟΣΤΟΛΟΣ του Ανέστη,ΠΑΠΑΝΔΡΕΟΥ ΔΑΥΙΔ- ΕΥΣΤΑΘΙΟΣ του Νικολάου,ΤΣΑΛΑΜΑΝΙΟΥ ΑΜΒΡΟΣΙΑ του Στρατηγάκη,ΤΣΙΜΠΟΥ ΦΩΤΕΙΝΗ του Χρήστου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΕΞΙΟΥ ΔΗΜΗΤΡΙΟΣ του Ευαγγέλου,ΕΛΕΥΘΕΡΙΑΔΟΥ ΔΕΣΠΟΙΝΑ του Σωκράτη,ΚΑΡΑΠΑ ΑΓΓΕΛΙΚΗ του Ιωάννη,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΕΥΘΥΜΙΟΣ (ΜΑΚΗΣ) του Ιωάννη,ΠΑΠΑΛΥΜΠΕΡΗΣ ΙΣΙΔΩΡΟΣ του Δημητρίου,ΡΟΓΚΑ ΣΠΥΡΙΔΑ (ΙΡΙΔΑ) του Γεωργίου,ΣΤΟΥΡΝΑΡΑΣ ΙΩΑΝΝΗΣ-ΛΑΖΑΡΟΣ του Κωνσταντίνου,ΧΑΤΖΗΚΑΛΥΜΝΙΟΥ ΔΗΜΗΤΡΑ του Στέργου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΟΡΔΩΝΗ ΣΟΦΙΑ του Αθανασίου,ΚΥΡΙΑΖΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΤΟΥΛΙΤΣΗΣ ΕΠΑΜΕΙΝΩΝΔΑΣ του Κωνσταντίνου,ΦΟΝΤΟΡ ΕΛΕΝΑ του Αντρέι,ΧΡΙΣΤΟΦΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΤΣΙΛΙΧΡΗΣΤΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΔΗΜΑΤΑ ΑΝΑΣΤΑΣΙΑ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΘΕΟΤΟΚΑΤΟΣ ΛΟΥΚΑΣ του Ανδρέα,ΚΙΤΣΟΣ ΙΩΑΝΝΗΣ του Ζώη,ΚΟΥΡΝΟΠΟΥΛΟΥ ΑΝΤΩΝΙΑ του Δημοσθένη,ΜΠΕΝΖΕΛΟΥΝ ΑΡΑΜΠΙ ΣΟΦΙΑ του Αμπτελσαμάντ,ΜΠΟΥΣΟΥΛΑΣ ΘΕΟΔΩΡΟΣ του Χαραλάμπους,ΤΡΑΧΑΝΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Κίνημα 21,ΜΟΣΣ ΕΒΕΛΙΝΑ – ΓΕΩΦΡΑΝΑ του Ντόναλντ,ΡΕΓΚΟΥΚΟΣ ΣΤΑΜΑΤΙΟΣ του Θεόδωρου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΦΟΥΣΤΕΡΗΣ ΙΩΑΝΝΗΣ του Νικήτα,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΘΑΝΑΣΙΑΔΗ ΝΑΤΑΛΙΑ του Ιωάννη,ΠΟΛΙΤΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΣΤΑΜΑΤΙΟΥ ΧΡΗΣΤΟΣ του Ιωάννη,ΝΙΚΗ,ΤΣΟΚΑΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου,κοινωνία αξιών,ΠΑΝΑΓΙΩΤΟΥ ΑΛΕΞΑΝΔΡΑ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΒΑΛΒΗ ΜΑΡΙΑ του Νικολάου,ΓΑΖΑΚΗ ΘΕΑΝΩ του Κωνσταντίνου,ΜΗΤΣΑΣ ΔΗΜΗΤΡΙΟΣ του Παντελή,Ο.Α.Κ.Κ.Ε.,ΜΗΛΤΣΟΥ ΒΑΣΙΛΙΚΗ του Στεφάνου,Μ-Λ Κ.Κ.Ε.,ΖΩΓΡΑΦΟΥ ΣΟΥΛΤΑΝΑ του Κωνσταντίνου,Ελλήνων Συνέλευσις,ΘΕΜΕΛΗΣ ΧΡΙΣΤΟΦΟΡΟΣ του Ιωάννη,ΙΑΚΩΒΟΥ ΑΝΑΣΤΑΣΙΑ του Πέτρου,Ένωση Κεντρώων,ΓΙΑΝΝΑΚΟΥΡΗ ΑΝΝΑ - ΜΑΡΙΑ του Αναστασίου,ΓΚΑΒΑΛΗΣ ΝΙΚΟΛΑΟΣ του Προκοπίου,ΔΡΟΥΛΙΑΣ ΕΥΘΥΜΙΟΣ του Δημητρίου,ΣΥΡΟΠΟΥΛΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΤΣΙΜΠΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΝΤΕΡΜΠΕΝΤΕΡΗ ΚΡΥΣΤΑΛΛΙΑ του Αθανασίου,ΧΑΡΑΛΑΜΠΟΥΣ ΓΙΑΝΝΗΣ του Ευσταθίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΔΑΥΡΗΣ ΑΛΕΞΑΝΔΡΟΣ του Ανδρέα,ΔΕΔΕΣ ΙΩΑΝΝΗΣ του Αντωνίου,ΛΑΜΠΡΟΥ ΣΤΑΥΡΟΣ του Γεωργίου,ΜΑΛΑ ΛΟΥΚΙΑ του Μιλτιάδη,ΜΑΡΜΑΡΙΝΟΣ ΧΡΗΣΤΟΣ του Αναστασίου,ΜΗΤΣΙΟΠΟΥΛΟΥ ΕΥΘΥΜΙΑ του Αντωνίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΥΜΟΥΡΤΖΗ ΕΛΕΝΗ του Αποστόλου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΛΥΤΣΗΣ ΕΜΜΑΝΟΥΗΛ του Γεωργίου,Κ.Ο.Τ.Ε.Σ.,ΜΠΑΪΚΟΥΣΗ ΑΛΕΞΑΝΔΡΑ του Αθανασίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΛΟΓΙΑΝΝΗΣ ΚΛΕΑΡΧΟΣ του Κωνσταντίνου,ΜΕΤΑΛΛΗΝΟΥ ΕΥΑΓΓΕΛΙΑ του Σπυρίδωνος,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΤΕΛΙΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Οικολόγοι Πράσινοι,ΠΟΛΙΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Φωκίωνα,ΕΑΝ...,ΠΑΡΙΣΗ - ΚΟΤΣΟΠΟΥΛΗ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΝΤΑΛΙΑΝΗΣ ΑΡΓΥΡΙΟΣ του Στεφάνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΖΩΗ του Νικολάου,ΔΡΑΚΟΥΛΗΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,ΚΑΨΟΡΑΧΗΣ ΑΘΑΝΑΣΙΟΣ του Ευσταθίου,ΡΟΥΜΠΗΣ ΕΥΑΓΓΕΛΟΣ του Ευθυμίου,ΣΤΑΡΑΝΤΖΗ ΜΑΡΙΑ του Γεωργίου
37 - Ευβοιας,69 E.T. Δήμου Ερέτριας,544,361,6,2,8,353,159,53,28,11,45,15,66,9,9,73,14,11,2,7,31,8,14,13,32,3,18,5,2,4,0,8,4,16,7,0,9,2,0,2,0,2,20,3,0,2,2,13,1,2,2,4,1,1,1,0,0,1,1,0,7,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,2,3,1,0,0,5,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,3,3,0,0,1,1,1,0,0,1,0,1,1,0,0,15,15,0,0,1,4
37 - Ευβοιας,70 E.T. Δήμου Ερέτριας,529,310,3,0,3,307,111,40,24,5,29,14,37,11,7,65,13,11,7,13,20,12,8,11,41,12,12,7,3,8,4,10,6,13,5,1,5,3,0,2,0,2,28,7,5,4,2,12,3,4,5,10,3,3,3,1,0,2,1,2,2,0,0,0,0,2,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,6,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4,3,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,17,17,1,1,1,2
37 - Ευβοιας,71 E.T. Δήμου Ερέτριας,529,336,3,4,7,329,138,59,12,6,50,5,69,6,5,53,12,4,8,7,23,8,5,8,43,16,14,6,3,3,2,15,1,5,2,3,1,0,1,1,0,0,24,2,0,0,1,20,2,1,2,5,0,1,2,1,0,1,0,2,8,3,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,5,4,0,0,0,0,0,0,0,0,1,1,1,0,0,4,1,1,0,2,2,4,0,2,12,5,3,0,6,0,5,0,0,1,1,2,2,1,1,1,0,0,2,2,1,0,2,0,12,12,1,0,1,1
37 - Ευβοιας,72 E.T. Δήμου Ερέτριας,566,336,6,0,6,330,135,47,18,4,44,6,52,7,8,71,12,21,10,7,24,3,9,14,28,9,11,4,3,1,0,2,3,18,14,2,9,2,1,2,0,1,26,4,3,2,0,20,1,2,2,6,0,1,1,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,11,10,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,1,0,14,14,8,0,0,0
37 - Ευβοιας,73 E.T. Δήμου Ερέτριας,544,339,11,6,17,322,142,51,31,7,59,7,35,19,10,62,8,15,7,17,24,5,6,6,24,5,10,0,1,3,0,8,6,22,9,0,10,2,0,4,1,3,14,1,3,1,0,5,1,1,1,8,3,1,1,2,0,1,0,0,5,1,0,3,0,1,0,0,1,0,2,0,0,2,2,0,0,3,1,1,1,1,1,0,0,0,8,5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,11,7,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,2,1,1,5
37 - Ευβοιας,74 E.T. Δήμου Ερέτριας,535,324,3,0,3,321,123,49,21,9,38,5,55,10,5,75,16,23,10,11,30,8,9,14,17,4,7,3,0,3,0,7,1,16,8,1,6,3,2,0,0,1,35,5,1,2,1,24,2,2,4,4,0,1,1,0,1,0,0,0,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,10,7,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,3,3,1,0,2,0,0,1,1,0,0,3,2,1,0,0,0,0,6,2,1,1,1,0,10,10,1,0,0,3
37 - Ευβοιας,75 E.T. Δήμου Ερέτριας,546,345,6,1,7,338,149,50,17,6,57,8,60,15,11,70,10,10,7,17,29,10,4,14,31,11,12,5,0,6,2,6,4,17,7,1,5,3,1,3,1,3,23,6,2,3,1,14,1,1,3,5,0,0,4,0,0,2,2,0,5,2,0,2,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,2,2,0,7,5,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,7,3,3,0,1,2,0,0,0,1,1,1,1,2,1,0,0,0,2,2,0,0,0,0,9,9,1,0,0,3
37 - Ευβοιας,76 E.T. Δήμου Ερέτριας,483,313,3,2,5,308,121,45,22,8,37,5,32,13,12,61,12,6,4,13,27,2,8,12,16,3,10,2,0,0,0,3,4,16,5,1,5,2,1,2,0,3,35,3,3,1,3,20,3,2,1,8,1,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,0,0,0,21,10,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,13,13,0,0,1,3
37 - Ευβοιας,77 E.T. Δήμου Ιστιαίας - Αιδηψού,524,332,3,5,8,324,118,44,6,0,58,2,48,5,10,50,5,10,6,7,29,3,1,10,36,3,11,2,1,6,17,5,2,20,3,7,5,0,4,1,1,2,26,2,1,6,2,4,14,0,1,8,2,0,0,0,0,1,2,0,16,0,0,0,5,14,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,6,3,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,25,25,5,4,1,7
37 - Ευβοιας,78 E.T. Δήμου Ιστιαίας - Αιδηψού,527,346,4,2,6,340,102,26,5,9,52,10,39,5,7,54,9,20,1,6,23,6,1,12,52,5,23,2,0,8,30,2,1,22,3,3,13,3,14,0,0,0,30,5,3,13,1,2,14,2,3,5,0,1,1,1,1,1,1,0,24,2,1,1,3,21,1,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,4,4,0,1,0,0,0,1,0,0,0,0,0,4,3,2,1,0,2,0,1,1,3,3,20,20,6,4,0,8
37 - Ευβοιας,79 E.T. Δήμου Ιστιαίας - Αιδηψού,527,316,7,1,8,308,130,32,8,9,60,1,42,7,4,39,6,11,1,2,22,2,3,7,40,4,15,5,1,4,22,3,1,21,4,2,7,2,3,1,0,0,12,3,0,4,0,0,5,0,0,4,2,2,0,0,0,0,2,0,14,0,0,0,6,14,3,2,0,0,2,1,0,1,1,0,1,0,0,0,2,1,1,0,0,1,3,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,3,3,1,7,3,1,1,1,0,0,0,0,1,1,2,1,1,0,0,2,0,1,0,0,0,2,2,16,16,4,0,1,4
37 - Ευβοιας,80 E.T. Δήμου Ιστιαίας - Αιδηψού,532,348,1,0,1,347,106,28,1,5,52,5,39,5,3,79,13,29,1,4,44,8,3,10,30,0,11,4,0,2,18,4,1,24,3,6,12,0,5,1,1,1,12,0,1,4,1,1,5,0,1,11,1,1,1,1,0,3,0,3,19,1,0,2,5,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,2,1,2,4,1,0,0,2,1,0,1,1,1,0,2,0,1,1,1,0,0,0,0,0,0,4,4,36,36,4,10,1,18
37 - Ευβοιας,81 E.T. Δήμου Ιστιαίας - Αιδηψού,512,328,8,1,9,319,109,23,8,6,34,6,40,6,7,57,7,16,0,5,30,7,0,8,42,5,11,3,2,3,32,3,2,23,3,5,9,2,11,0,0,1,16,2,4,5,1,2,8,0,1,7,1,1,1,0,0,3,0,0,16,0,1,2,5,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,3,2,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,3,1,0,0,2,2,25,25,4,4,0,13
37 - Ευβοιας,82 E.T. Δήμου Ιστιαίας - Αιδηψού,444,286,1,1,2,284,97,25,4,5,42,4,60,2,1,46,4,12,3,2,23,7,3,5,43,3,10,5,0,0,34,4,0,24,5,5,10,0,10,0,0,1,13,1,0,5,0,1,4,0,0,3,0,0,0,0,0,0,1,0,22,0,1,2,7,22,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,16,5,2,1,4
37 - Ευβοιας,83 E.T. Δήμου Ιστιαίας - Αιδηψού,440,278,3,1,4,274,92,20,2,8,48,0,36,5,6,59,4,14,3,5,30,5,5,9,30,2,7,4,0,3,23,0,0,30,3,4,18,0,12,1,1,1,7,0,1,4,0,2,2,0,0,7,2,0,2,0,0,0,0,0,19,0,0,1,8,18,2,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,11,11,2,2,0,0
37 - Ευβοιας,84 E.T. Δήμου Ιστιαίας - Αιδηψού,414,266,4,1,5,261,92,24,10,6,38,4,43,3,3,44,1,13,1,8,25,2,3,9,39,4,15,5,2,6,28,0,1,18,4,2,10,1,6,0,1,2,10,1,0,3,0,1,2,0,0,7,2,3,2,0,0,2,1,0,29,1,2,0,14,28,1,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,12,3,3,0,3
37 - Ευβοιας,85 E.T. Δήμου Ιστιαίας - Αιδηψού,220,149,0,0,0,149,57,19,6,1,16,12,18,0,1,19,1,12,0,0,16,0,0,1,32,3,6,0,0,7,24,5,0,8,2,0,4,1,3,0,0,1,6,0,1,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,7,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,1,2,0,0
37 - Ευβοιας,86 E.T. Δήμου Ιστιαίας - Αιδηψού,19,6,0,0,0,6,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,87 E.T. Δήμου Ιστιαίας - Αιδηψού,487,308,6,3,9,299,101,42,4,7,47,2,31,4,3,43,9,10,1,4,19,1,4,13,43,3,5,16,1,3,27,1,2,24,7,11,8,1,7,2,0,1,23,4,0,7,0,2,10,0,1,5,3,0,0,0,1,1,0,0,10,0,1,5,2,10,0,0,0,0,1,0,0,0,0,0,0,5,5,4,1,0,6,1,2,6,8,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,2,2,2,0,0,0,0,0,0,1,1,2,1,1,1,1,0,0,3,0,0,0,0,0,16,16,1,7,0,3
37 - Ευβοιας,88 E.T. Δήμου Ιστιαίας - Αιδηψού,468,306,4,1,5,301,75,33,3,3,25,6,28,1,5,68,15,23,2,3,30,5,10,9,37,5,5,7,0,5,20,2,2,45,5,3,30,1,26,3,1,1,14,3,2,2,0,0,7,0,4,7,2,1,0,0,0,0,0,0,20,1,0,3,5,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,5,1,3
37 - Ευβοιας,89 E.T. Δήμου Ιστιαίας - Αιδηψού,313,186,4,1,5,181,63,18,14,1,27,3,35,2,0,25,4,5,0,1,10,1,1,1,14,1,0,3,0,3,8,4,0,31,3,6,19,0,18,2,2,1,16,2,1,8,0,2,5,0,1,2,0,0,0,1,1,0,0,0,16,0,0,0,1,16,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2,1
37 - Ευβοιας,90 E.T. Δήμου Ιστιαίας - Αιδηψού,347,203,6,1,7,196,69,19,17,1,34,1,27,1,2,21,8,5,5,4,8,0,0,2,23,3,6,2,2,7,15,3,2,25,1,4,17,0,15,0,6,0,3,0,0,2,0,0,0,0,0,5,0,1,0,2,1,1,0,1,21,0,0,1,8,20,1,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,9,9,1,3,0,1
37 - Ευβοιας,91 E.T. Δήμου Ιστιαίας - Αιδηψού,212,133,2,1,3,130,43,12,4,0,19,0,9,3,2,20,0,6,0,1,8,0,1,4,30,19,6,1,0,0,16,0,0,6,1,1,1,2,3,1,0,0,8,0,2,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1
37 - Ευβοιας,92 E.T. Δήμου Ιστιαίας - Αιδηψού,276,159,1,0,1,158,60,30,0,0,18,3,7,1,33,29,8,9,0,4,8,1,0,3,25,10,10,0,1,3,9,0,1,19,2,3,10,0,9,3,1,1,8,2,1,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0
37 - Ευβοιας,93 E.T. Δήμου Ιστιαίας - Αιδηψού,407,257,5,0,5,252,79,31,1,4,40,1,17,1,20,40,2,20,0,3,20,0,5,3,43,13,4,4,1,1,26,7,0,24,1,3,7,1,14,2,0,0,30,1,0,14,0,0,12,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,0,1,0,0,0,0,1,1,1,0,0,0,0,5,1,1,2,2,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,1,2,0,0,5,4,1,0,0,0,0,0,0,4,4,1,1,1,1,1,1,1,1,0,0,0,0,0,2,2,0,0,0,0
