ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΥΛΩΝΙΤΗ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΓΚΙΚΑΣ ΣΤΕΦΑΝΟΣ του Σωτηρίου,ΚΑΡΥΔΗ ΕΥΑΓΓΕΛΙΑ (ΕΥΑ) του Σπυρίδωνος,ΚΡΟΚΙΔΗΣ ΣΠΥΡΙΔΩΝ του Αλεξάνδρου,ΣΠΥΡΟΥ ΑΓΓΕΛΟΣ του Σπυρίδωνος,ΣΥΡΙΖΑ,ΑΥΛΩΝΙΤΗΣ ΑΛΕΞΑΝΔΡΟΣ - ΧΡΗΣΤΟΣ του Νικολάου,ΓΟΝΙΔΗ-ΔΡΑΖΙΝΟΥ ΜΑΡΙΑ του Φραγκίσκου,ΚΑΛΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΠΑΓΚΡΑΤΗ ΕΛΕΝΗ - ΔΩΡΟΘΕΑ του Στεφάνου,ΠΑΝΔΗ ΝΙΚΟΛΕΤΤΑ του Κωνσταντίνου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΔΡΥ ΜΑΡΙΑ του Γεωργίου,ΚΛΗΜΗΣ ΝΙΚΗΦΟΡΟΣ του Κωνσταντίνου,ΚΟΥΛΟΥΡΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΜΠΙΑΓΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σπυρίδωνος,ΠΕΤΣΙΟΥ ΒΑΣΙΛΙΚΗ (ΛΙΛΑ) του Ιωάννη,Κ.Κ.Ε.,ΚΕΛΑΝΔΡΙΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΚΟΥΛΟΥΡΗΣ ΓΕΩΡΓΙΟΣ του Αλέξανδρου,ΜΠΑΛΟΥ ΑΛΕΞΑΝΔΡΑ του Αριστείδη,ΠΕΛΑΗΣ ΙΩΑΝΝΗΣ του Σπυρίδωνα,ΧΑΡΑΛΑΜΠΟΥΣ ΜΥΡΣΙΝΗ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΑΛΣΑΜΟΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,ΓΑΡΔΙΚΙΩΤΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΑΚΑΡΟΥΓΚΑ ΕΛΕΝΗ ΜΑΡΙΑ ΒΙΚΤΩΡΙΑ του Μεθοδίου Ιακώβου,ΜΠΑΛΩΜΕΝΟΣ ΓΑΣΠΑΡΗΣ του Γεωργίου,ΣΟΥΡΛΑ ΒΑΡΒΑΡΑ του Σταύρου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΕΞΑΚΗ ΕΥΑΓΓΕΛΙΑ (ΛΙΤΣΑ) του Νικολάου,ΑΡΜΕΝΙΑΚΟΣ ΣΠΥΡΙΔΩΝ (ΒΙΤΟΣ) του Γεωργίου,ΓΕΩΡΓΑΤΟΣ ΙΩΣΗΦ του Σπυρίδωνα,ΚΑΒΒΑΔΙΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΚΟΝΤΙΝΗ ΑΓΓΕΛΙΝΑ του Ευγένιου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΒΛΑΧΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΚΩΣΤΕΛΕΤΟΥ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΚΟΤΡΩΝΟΥΛΑΣ ΓΡΗΓΟΡΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΓΚΟΥΡΔΟΥΚΗ ΜΑΡΙΑ του Σπυρίδωνος,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΡΑΣΑΚΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΛΙΑΜΠΟΤΗ ΑΝΑΣΤΑΣΙΑ του Σωτηρίου,ΛΙΜΠΕΡΑΤΟΣ ΓΕΩΡΓΙΟΣ ΘΕΟΧΑΡΗΣ του Παναγή,ΝΙΚΟΛΙΤΣΑ ΒΑΣΙΛΙΚΗ του Κωνσταντίνου,ΤΣΑΜΗΣ ΧΡΗΣΤΟΣ του Σάββα,Κίνημα 21,ΛΟΥΚΑΣ ΓΕΩΡΓΙΟΣ του Σπυρίδων,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΘΕΟΛΟΓΗΣ ΑΘΑΝΑΣΙΟΣ του Χαράλαμπου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΡΑΟΥΖΑ ΒΑΣΙΛΙΚΗ του Σωτηρίου,ΡΩΣΣΗΣ ΣΠΥΡΟΣ ΓΕΡΑΣΙΜΟΣ του Κωνσταντίνου,ΤΖΗΜΕΡΟΥ ΕΡΜΙΟΝΗ του Ηλία,ΝΙΚΗ,ΚΑΡΑΒΙΔΑΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΡΙΚΟΥ ΕΛΕΝΗ- ΣΟΦΙΑ του Σπυρίδωνος,ΤΣΟΥΓΑΝΑΤΟΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,κοινωνία αξιών,ΠΕΤΡΙΤΣΟΠΟΥΛΟΥ ΚΛΕΟΝΙΚΗ (ΝΙΚΗ) του Θεοδώρου - Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΜΕΛΑΝΤΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,Ο.Α.Κ.Κ.Ε.,ΔΑΛΙΕΤΟΥ ΘΕΟΔΩΡΑ του Μιχαήλ,Μ-Λ Κ.Κ.Ε.,ΤΣΙΡΙΓΩΤΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,Ελλήνων Συνέλευσις,ΒΑΣΙΛΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΒΕΡΓΗΣ ΑΛΕΞΑΝΔΡΟΣ του Σπυρίδων,ΔΑΣΚΑΛΙΕΡΟΣ ΕΥΓΕΝΙΟΣ του Λεωνίδα,ΛΑΔΟΒΡΕΧΗ ΑΙΚΑΤΕΡΙΝΗ του Σπυρίδων,ΠΑΛΑΙΟΧΩΡΙΤΗ ΕΥΣΤΑΘΙΑ του Δημοσθένη,Ένωση Κεντρώων,ΒΑΡΑΓΓΟΥΛΗ ΑΝΤΩΝΙΑ - ΕΛΕΝΗ του Δημητρίου,ΚΑΒΑΔΕΛΛΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΛΑΛΑΠΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σπυρίδωνα,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΑΣΙΛΑΚΗΣ ΒΑΓΓΕΛΗΣ του Δημητρίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΒΛΑΧΟΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΚΕΦΑΛΛΩΝΙΤΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΛΙΝΑΡΔΟΥ ΚΛΕΙΩ του Κωνσταντίνου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΤΟΛΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,Κ.Ο.Τ.Ε.Σ.,ΛΟΥΒΡΟΣ ΒΑΣΙΛΕΙΟΣ-ΡΩΜΑΝΟΣ του Νικολάου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΓΕΡΟΜΕΡΙΑΤΗ ΜΑΡΙΑ του Δημητρίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΘΥΜΗΣ ΣΠΥΡΙΔΩΝ του Αλεξίου,ΠΙΚΟΥΛΑ ΧΡΙΣΤΙΝΑ του Δημητρίου,ΕΑΝ...,ΧΡΥΣΙΚΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ (ΧΑΪΔΩ) του Χριστοφόρου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΜΠΡΙΛΑΚΗ ΕΛΕΥΘΕΡΙΑ του Ευαγγέλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΒΟΥΡΛΗ ΚΩΛΕΤΤΗ ΒΑΣΙΛΙΚΗ του Αναργύρου,ΓΕΩΡΓΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ - ΣΠΥΡΙΔΩΝ του Νικολάου,ΖΕΡΒΟΥ ΑΡΕΤΟΥΣΑ (ΑΡΕΤΗ) του Γεωργίου
26 - Κέρκυρας,89 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,512,262,4,0,4,258,108,2,68,8,11,12,54,13,16,13,0,4,26,4,0,3,15,2,15,0,0,6,2,3,7,1,2,0,0,1,13,3,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,1,3,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,1,2,2,0,0,1,1,0,0,3,1,1,0,0,0,0,8,0,5,0
26 - Κέρκυρας,90 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,519,226,3,4,7,219,82,5,40,9,10,9,49,19,4,12,2,5,25,1,2,0,17,1,22,2,0,2,2,4,5,0,1,1,0,0,5,3,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,2,3,1,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,16,2,8,3
26 - Κέρκυρας,91 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,524,236,6,0,6,230,99,4,43,5,20,15,42,16,10,3,0,6,24,3,2,1,12,3,19,0,0,7,2,6,5,2,2,1,0,0,8,0,1,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6,1,1,4,1,1,0,0,2,2,1,1,0,0,0,0,0,15,2,12,0
26 - Κέρκυρας,92 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,535,275,3,3,6,269,117,2,46,6,18,27,57,16,12,11,5,8,29,6,2,1,12,7,20,3,2,6,2,5,4,1,1,1,0,0,8,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,3,0,0,2,3,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,3,0,1,1,1,0,1,0,0,0,0,13,1,7,3
26 - Κέρκυρας,93 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,595,272,3,1,4,268,100,7,49,6,12,13,68,18,12,15,2,9,25,5,1,2,12,1,20,4,1,5,3,3,7,3,1,2,0,0,10,3,2,0,1,1,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,3,1,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,3,2,2,2,4,4,0,0,0,0,0,0,0,14,3,8,0
26 - Κέρκυρας,94 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,525,272,4,3,7,265,104,2,45,6,24,15,60,22,11,10,2,6,30,5,1,2,15,2,23,6,0,11,0,2,5,2,0,1,0,0,10,3,0,2,0,1,3,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6,0,1,2,1,1,1,1,0,0,2,1,0,0,0,0,0,14,1,6,2
26 - Κέρκυρας,95 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,504,250,6,1,7,243,107,9,40,5,17,21,43,12,10,7,1,4,30,9,0,0,14,2,12,1,0,4,1,1,7,0,3,4,0,0,5,0,2,0,0,1,1,0,1,0,0,0,0,3,0,2,0,0,0,1,1,0,0,4,0,1,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,14,2,8,0
26 - Κέρκυρας,96 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,484,286,5,3,8,278,100,6,45,4,19,12,56,20,11,11,1,6,34,7,0,4,19,2,37,2,0,13,3,11,2,0,0,0,0,1,7,2,1,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,7,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,1,1,1,0,0,1,1,2,0,1,1,1,0,0,19,2,11,0
26 - Κέρκυρας,97 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,501,295,2,2,4,291,120,6,60,11,17,15,55,19,8,9,4,5,28,2,1,3,17,4,28,2,1,7,3,4,10,2,2,3,0,0,9,3,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,2,0,0,5,0,1,2,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,1,1,0,0,2,2,6,1,2,0,0,0,0,14,1,11,1
26 - Κέρκυρας,98 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,521,337,9,1,10,327,124,6,48,7,20,22,65,15,12,15,1,12,33,2,1,4,13,6,19,1,3,5,3,5,14,2,3,4,0,1,9,1,0,0,2,1,2,2,0,1,0,0,0,2,0,0,0,1,0,2,2,2,1,1,0,0,0,11,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,1,0,1,1,1,2,1,2,1,5,2,2,3,1,0,0,22,3,13,2
26 - Κέρκυρας,99 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,509,296,4,2,6,290,120,12,51,11,10,25,53,21,17,8,1,4,32,8,0,4,13,3,17,2,1,7,1,4,6,1,3,1,0,0,16,2,4,0,0,2,3,3,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,6,0,1,2,4,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,2,3,1,0,1,1,1,0,0,4,3,3,0,1,0,0,1,0,14,1,10,2
26 - Κέρκυρας,100 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,507,319,8,0,8,311,126,8,65,9,18,15,62,21,12,10,2,4,30,6,3,1,14,0,37,7,0,13,2,10,3,0,1,0,0,0,8,0,0,1,1,1,2,0,2,0,0,1,0,2,0,0,0,1,1,0,0,0,0,5,1,2,1,9,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,4,0,0,3,2,0,2,1,2,1,2,0,2,0,0,0,0,11,2,4,1
26 - Κέρκυρας,101 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,502,303,7,0,7,296,116,6,62,4,16,12,74,19,20,7,4,9,34,10,1,1,11,4,23,2,2,5,0,7,12,3,1,4,0,0,5,1,0,0,2,1,4,0,4,1,0,0,0,3,2,0,0,0,1,0,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,3,0,0,0,0,0,0,0,0,2,2,0,0,2,1,1,0,1,1,1,0,0,7,0,3,3
26 - Κέρκυρας,102 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,480,270,2,1,3,267,102,2,58,3,11,14,61,17,18,9,3,5,23,6,3,5,7,2,21,1,0,7,3,5,10,2,2,3,0,0,11,4,2,0,0,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,18,0,13,3
26 - Κέρκυρας,103 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,513,281,4,1,5,276,104,5,45,5,11,25,71,26,14,8,4,6,31,7,4,2,12,2,28,2,0,13,4,4,4,1,1,1,0,0,9,1,2,1,0,2,2,0,2,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,2,1,1,0,2,0,1,0,0,1,1,9,0,6,2
26 - Κέρκυρας,104 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,484,288,9,1,10,278,94,3,34,7,18,14,60,18,7,5,5,8,24,3,0,3,9,3,27,1,1,7,3,3,8,0,2,1,0,1,16,4,3,0,0,1,3,0,3,0,0,0,0,1,0,0,0,0,0,3,2,3,1,3,0,0,1,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,4,0,0,5,3,1,0,2,0,4,0,4,0,0,0,0,12,4,5,0
26 - Κέρκυρας,105 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,476,211,6,1,7,204,66,4,28,5,9,11,58,22,11,5,1,7,15,4,1,3,3,1,11,0,0,5,2,3,13,5,1,3,0,0,9,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,1,13,2,9,1
26 - Κέρκυρας,106 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,477,293,2,2,4,289,117,4,61,3,11,18,53,17,11,13,1,3,36,7,3,3,16,2,24,2,0,5,3,6,7,1,1,0,0,1,13,2,2,0,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,1,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,1,0,0,1,0,0,0,5,2,2,1,0,0,0,13,0,7,2
26 - Κέρκυρας,107 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,489,297,6,2,8,289,110,2,56,5,19,18,57,18,10,9,3,10,30,1,3,3,16,3,19,1,0,9,1,7,7,2,4,0,0,0,10,4,1,0,4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,4,0,3,0,8,2,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,6,2,1,2,0,0,1,1,0,0,1,0,0,1,0,0,0,28,3,16,2
26 - Κέρκυρας,108 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,466,258,8,2,10,248,104,3,54,4,19,14,66,28,13,8,4,7,23,7,0,1,14,0,19,1,1,5,1,5,4,2,1,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,10,0,9,1
26 - Κέρκυρας,109 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,459,289,7,2,9,280,120,2,58,4,27,22,59,17,10,5,8,4,19,3,2,1,8,0,16,0,0,10,2,2,10,0,1,7,0,1,6,0,2,0,1,1,2,1,1,3,2,0,0,0,0,0,0,0,0,6,5,1,0,1,0,0,1,7,1,4,1,0,0,0,0,0,0,0,0,4,0,2,2,0,0,1,0,0,0,2,2,1,0,0,1,0,0,1,1,1,1,4,2,1,1,1,0,0,15,1,11,1
26 - Κέρκυρας,110 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,456,294,15,1,16,278,94,3,41,6,16,17,66,20,12,10,4,4,23,3,1,8,7,0,20,0,0,4,4,3,13,3,3,3,0,0,10,1,1,0,3,2,6,4,1,0,0,0,0,3,2,0,0,0,0,2,0,0,0,2,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,2,0,0,0,1,1,4,1,1,1,1,1,0,0,4,2,2,0,1,0,0,0,0,20,5,10,3
26 - Κέρκυρας,111 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,462,278,11,5,16,262,92,2,40,11,9,22,58,12,12,9,5,13,18,4,2,5,4,3,27,3,1,5,2,9,7,4,0,1,0,1,7,2,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,0,2,0,8,0,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,1,1,3,1,0,2,0,0,1,0,0,0,4,2,1,0,0,0,0,24,3,12,6
26 - Κέρκυρας,112 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,464,299,5,2,7,292,102,3,48,7,14,18,70,30,12,7,7,9,33,9,1,6,11,5,25,2,1,8,1,8,11,4,0,4,0,1,7,1,0,0,4,0,2,0,2,0,0,1,1,0,0,0,0,0,0,1,1,1,1,3,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,7,1,0,5,2,2,2,1,2,1,0,0,0,1,1,0,0,16,2,6,5
26 - Κέρκυρας,113 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,455,267,14,2,16,251,81,3,44,8,12,12,58,17,12,6,4,10,25,4,4,1,12,2,25,2,0,4,3,14,10,2,0,5,0,0,9,3,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,5,1,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,3,0,0,0,0,1,1,0,0,1,0,3,2,1,0,1,1,0,1,0,0,0,17,2,8,4
26 - Κέρκυρας,114 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,508,328,3,1,4,324,111,2,78,7,9,11,74,23,8,15,4,11,47,12,1,1,23,5,19,0,1,8,4,0,8,3,3,1,0,0,6,1,3,1,0,0,9,3,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,14,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,6,2,0,2,0,0,0,0,0,0,3,1,1,0,0,0,0,19,1,11,2
26 - Κέρκυρας,115 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,577,333,9,6,15,318,128,6,61,8,26,13,60,15,5,10,3,16,32,11,2,1,14,3,24,0,1,10,3,5,9,2,0,4,0,0,10,1,1,1,1,0,3,0,2,0,0,0,0,3,1,0,0,0,0,5,2,1,1,7,0,6,1,5,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,4,2,0,2,1,1,0,0,0,0,1,0,0,3,1,0,0,19,6,7,3
26 - Κέρκυρας,116 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,564,318,9,0,9,309,127,9,57,6,17,20,58,14,7,12,9,6,34,9,3,2,9,5,27,0,1,8,4,4,6,0,0,2,0,1,10,3,0,0,4,0,1,0,1,1,0,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,5,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,2,2,2,2,1,1,1,1,0,1,1,0,0,23,1,11,6
26 - Κέρκυρας,117 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,571,336,11,2,13,323,146,9,77,5,26,17,66,20,9,12,0,11,21,3,1,2,9,3,23,1,0,4,2,8,9,0,0,4,1,2,11,0,2,0,1,2,3,1,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,1,0,0,1,6,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,2,1,4,0,1,2,2,1,1,1,0,0,5,1,0,1,1,0,0,13,2,5,1
26 - Κέρκυρας,118 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,593,353,20,2,22,331,127,7,57,6,11,27,63,17,7,11,2,19,47,4,0,5,30,5,31,1,2,9,2,7,6,1,1,0,0,1,11,2,0,0,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,2,2,1,7,1,5,0,0,0,1,1,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,2,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,20,1,10,3
26 - Κέρκυρας,119 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,572,354,11,1,12,342,144,13,81,6,22,12,55,13,11,6,2,14,36,1,1,5,21,3,23,1,0,10,4,3,20,7,0,9,0,0,5,1,1,0,0,1,6,4,2,0,0,0,0,1,0,0,0,0,0,2,0,1,1,7,0,3,1,7,2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,2,1,0,1,2,2,1,0,0,0,5,2,2,1,1,1,1,18,1,7,5
26 - Κέρκυρας,120 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,510,308,5,0,5,303,111,3,61,4,16,17,61,18,15,12,3,3,23,4,2,1,14,1,34,4,2,5,5,9,10,2,2,3,0,0,18,4,2,1,2,2,6,5,1,1,0,0,0,1,0,0,0,0,0,1,1,3,3,5,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,1,1,2,2,0,0,0,2,1,0,0,16,0,10,1
26 - Κέρκυρας,121 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,502,282,7,1,8,274,118,9,54,2,20,19,55,18,11,9,2,6,21,9,1,0,6,2,10,1,1,3,0,2,6,1,3,0,1,0,12,1,1,0,5,2,2,1,1,0,0,0,0,1,0,0,0,0,0,4,4,3,2,4,0,0,1,7,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,1,0,0,0,0,3,1,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,20,0,16,1
26 - Κέρκυρας,122 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,515,307,9,4,13,294,118,4,43,6,24,26,62,18,10,15,3,8,25,2,2,1,12,8,21,2,2,7,0,7,5,0,1,3,0,0,16,3,1,0,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,5,4,0,0,6,2,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,2,0,1,1,0,0,0,3,2,2,2,18,0,14,2
