ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΙΑΝΝΟΥΛΟΥ ΚΑΛΛΙΟΠΗ του Ιωάννη,ΜΗΤΑΡΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ (ΝΟΤΗΣ) του Αντωνίου,ΤΡΟΜΠΟΥΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΤΣΑΠΗ ΜΑΡΚΕΛΛΑ του Κωνσταντίνου,ΣΥΡΙΖΑ,ΒΛΑΤΤΑ ΑΓΓΕΛΙΚΗ του Αργυρίου,ΜΙΧΑΗΛΙΔΗΣ ΑΝΔΡΕΑΣ του Φραγκούλη,ΝΕΑΜΟΝΙΤΑΚΗΣ ΜΑΡΙΟΣ του Στεργίου,ΠΕΙΡΑΝΤΑΚΟΥ ΣΕΒΑΣΤΗ του Ιωάννη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΚΡΙΜΙΖΗΣ ΧΡΙΣΤΟΦΟΡΟΣ του Νικολάου,ΛΕΩΝΗ - ΚΩΣΤΑΝΤΟΥΛΑΚΗ ΜΑΡΙΑ του Στυλιανού,ΛΥΚΟΥ ΑΠΟΣΤΟΛΙΑ (ΛΙΤΣΑ) του Παντελή,ΜΙΧΑΗΛΙΔΗΣ ΣΤΑΥΡΟΣ του Γεωργίου,Κ.Κ.Ε.,ΑΜΠΑΖΗΣ ΓΕΩΡΓΙΟΣ του Ηλία,ΒΕΡΝΙΩΤΟΥ ΑΝΝΑ του Γεωργίου,ΚΥΡΙΤΣΗ ΑΓΛΑΪΑ του Λαζάρου,ΜΙΧΑΛΑΚΗΣ ΑΡΙΣΤΕΙΔΗΣ (ΑΡΗΣ) του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΟΥΤΑ ΣΟΥΛΤΑΝΑ του Κωνσταντίνου,ΜΙΧΑΛΑΣ ΑΛΕΞΑΝΔΡΟΣ του Παναγιώτη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΒΟΡΡΙΑΣ ΑΛΕΞΑΝΔΡΟΣ του Μιχαήλ,ΓΟΥΤΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΞΕΝΙΑΔΗ ΕΜΜΑΝΟΥΕΛΛΑ του Θεοδώρου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΓΟΥΡΝΗ ΧΡΥΣΟΥΛΑ του Παντελή,Κ.Κ.Ε. (μ-λ),ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΧΡΗΣΤΟΣ του Σπυρίδωνα,Ο.Κ.Δ.Ε.,ΚΑΛΑΝΤΖΗ ΕΒΙΝΑ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΠΟΣΤΟΛΙΔΗΣ ΖΑΝΝΗΣ του Μικέ,Κίνημα 21,ΠΙΤΣΙΟΥ ΒΑΣΙΛΙΚΗ του Αθανασίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΔΗΜΑ ΚΑΛΛΙΟΠΗ του Κωνσταντίνου,ΣΚΑΠΙΝΑΚΗΣ ΘΕΟΔΩΡΟΣ ΟΡΕΣΤΗΣ του Γεωργίου,ΝΙΚΗ,ΣΠΑΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΣΤΕΦΑΝΟΥ ΕΙΡΗΝΗ του Αθανασίου,κοινωνία αξιών,ΠΑΧΝΟΣ ΓΕΩΡΓΙΟΣ του Όθωνος,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΚΟΥΡΛΗ ΕΛΕΥΘΕΡΙΑ του Θεοδώρου,ΤΣΙΡΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,Μ-Λ Κ.Κ.Ε.,ΣΤΑΥΡΙΔΟΥ ΧΡΥΣΟΥΛΑ του Ιωσήφ,Ελλήνων Συνέλευσις,ΑΠΟΣΤΟΛΑΚΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΚΕΦΑΛΑ ΜΑΡΙΑ του Κωνσταντίνου,ΠΑΠΑΔΗΜΗΤΡΗΣ ΙΩΑΝΝΗΣ του Μιχαήλ,Ένωση Κεντρώων,ΚΑΒΑΔΕΛΛΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΝΙΚΑΣ ΗΛΙΑΣ του Δημητρίου,ΦΩΚΑ ΠΑΝΑΓΙΩΤΑ του Αναστάσιου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΝΤΑΜΑΤΙΔΟΥ ΕΙΡΗΝΗ του Σταύρου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΝΑΣΤΑΣΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Κωνσταντίνου,ΚΑΣΤΕΡΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΖΑΦΕΙΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΤΑΟΥΣΑΝΗΣ ΓΕΩΡΓΙΟΣ του Κυριακου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΡΑΓΙΑΝΝΙΔΟΥ ΑΝΤΩΝΙΑ του Νικολάου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΜΕΡΙΚΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΝΑΤΣΗ ΣΟΦΙΑ του Ευάγγελου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΑΡΑΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΔΡΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ (ΓΙΑΓΚΟΣ) του Δημητρίου
49 - Χίου,97 E.T. Δήμου Χίου,227,126,4,2,6,120,43,7,28,5,2,30,4,19,2,3,26,13,2,4,6,8,5,0,2,1,2,1,1,3,2,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
49 - Χίου,98 E.T. Δήμου Χίου,392,232,2,0,2,230,70,24,19,18,4,19,0,15,3,0,79,47,0,11,20,43,29,4,2,3,4,1,1,3,0,0,3,1,1,2,1,0,0,1,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,1
49 - Χίου,99 E.T. Δήμου Χίου,306,197,0,0,0,197,82,20,23,22,7,12,0,8,2,2,52,35,1,4,11,28,23,1,2,0,0,0,0,4,0,0,2,1,1,1,0,0,0,0,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,10,8
49 - Χίου,100 E.T. Δήμου Χίου,503,236,5,3,8,228,103,22,49,18,4,25,4,15,0,0,47,12,1,8,19,15,8,2,2,3,5,2,2,5,0,0,2,2,2,0,0,0,0,0,0,3,3,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,10,6,3,0
49 - Χίου,101 E.T. Δήμου Χίου,523,290,3,2,5,285,135,28,54,29,6,40,5,22,5,2,45,16,0,13,16,15,10,1,0,0,14,6,5,8,3,0,2,1,1,0,0,0,0,0,0,3,3,0,0,0,8,3,3,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,0,0,2,1,0,2,2,0,0,1,0,0,0,0,0,0,7,6
49 - Χίου,102 E.T. Δήμου Χίου,514,322,6,1,7,315,159,35,81,25,3,32,3,19,6,2,57,24,6,6,19,17,9,3,4,1,8,4,3,5,2,0,2,2,2,1,0,0,0,1,0,0,0,3,0,3,7,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,5,4,2,2,1,0,3,1,0,0,0,8,5
49 - Χίου,103 E.T. Δήμου Χίου,514,341,3,5,8,333,133,24,69,20,4,53,4,27,5,5,63,21,6,6,28,19,7,1,4,4,13,5,4,12,1,0,3,4,4,0,0,0,0,0,0,1,0,2,0,2,3,1,1,3,1,0,0,0,0,0,2,1,1,0,2,0,0,0,2,0,4,1,0,0,0,2,2,2,1,4,0,1,3,3,6,1
49 - Χίου,104 E.T. Δήμου Χίου,527,351,9,3,12,339,135,27,73,19,6,38,4,22,2,3,69,19,3,12,29,29,11,3,7,3,10,4,4,7,1,0,2,8,7,0,0,0,0,2,2,1,1,1,1,0,12,4,3,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,1,2,0,0,1,0,2,2,0,0,0,2,0,14,9
49 - Χίου,105 E.T. Δήμου Χίου,493,399,8,2,10,389,196,33,98,28,7,43,8,25,3,1,62,22,3,8,23,27,8,4,3,7,14,5,6,2,1,0,0,5,4,0,0,0,0,3,1,5,0,2,2,0,10,5,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,1,4,3,0,2,1,4,2,1,1,2,0,1,1,1,2,2
49 - Χίου,106 E.T. Δήμου Χίου,517,379,15,6,21,358,179,28,99,28,6,56,6,29,4,4,45,9,2,8,23,15,5,0,3,4,11,2,8,3,0,0,3,2,0,1,1,0,0,1,0,2,1,3,2,1,11,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3,1,0,0,0,5,4,6,3,2,0,1,0,0,10,5
49 - Χίου,107 E.T. Δήμου Χίου,528,330,7,3,10,320,142,29,66,29,4,59,7,28,10,4,44,13,4,12,13,22,8,0,5,2,13,3,4,7,2,0,1,5,3,0,0,1,1,1,0,0,0,5,1,1,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,1,0,0,10,6
49 - Χίου,108 E.T. Δήμου Χίου,532,336,4,5,9,327,156,34,87,21,5,34,3,19,4,6,63,13,5,13,30,19,6,7,3,3,12,3,6,7,2,1,0,1,1,0,0,0,0,2,1,0,0,1,0,0,8,2,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,1,1,1,2,2,2,0,1,0,1,2,0,10,4
49 - Χίου,109 E.T. Δήμου Χίου,499,346,6,5,11,335,162,34,84,24,3,44,8,26,3,1,52,12,4,9,24,19,9,1,1,5,8,1,5,6,1,0,4,1,1,2,2,0,0,3,2,0,0,5,1,0,9,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,1,0,5,2,1,0,1,2,2,10,8
49 - Χίου,110 E.T. Δήμου Χίου,521,265,5,0,5,260,119,26,60,20,2,29,5,15,1,1,45,17,1,11,13,20,16,1,0,1,11,4,4,3,1,0,1,1,0,0,0,0,0,0,0,1,1,5,2,2,10,7,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,1,1,1,0,0,3,0,3,1,1,7,5
49 - Χίου,111 E.T. Δήμου Χίου,496,232,2,0,2,230,106,17,53,20,5,26,3,15,2,1,42,19,1,2,17,19,10,0,6,2,3,1,1,8,1,2,2,4,3,1,0,0,0,0,0,2,2,3,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,4,3,0,0,0,3,2
49 - Χίου,112 E.T. Δήμου Χίου,515,249,15,1,16,233,107,22,56,15,5,16,2,9,3,2,52,10,2,12,24,9,3,1,2,0,16,5,7,12,7,1,4,0,0,2,2,0,0,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,4,1,1,1,0,1,1,1,1,1,0,1,0,0,4,3
49 - Χίου,113 E.T. Δήμου Χίου,524,203,6,0,6,197,83,18,42,13,5,29,6,14,6,2,34,9,5,5,12,13,5,3,1,0,2,1,1,7,1,1,3,3,2,0,0,0,0,0,0,1,1,1,1,0,6,1,4,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,1,2,0,1,0,0,1,1,1,1,3,1,1,1,1,6,4
49 - Χίου,114 E.T. Δήμου Χίου,538,244,5,1,6,238,105,10,66,18,6,48,6,22,7,7,41,8,5,10,12,14,5,0,0,4,12,4,7,1,0,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1
49 - Χίου,115 E.T. Δήμου Χίου,528,229,7,0,7,222,122,23,71,8,7,30,3,15,4,1,28,7,1,2,14,14,4,1,1,4,6,2,1,5,0,2,0,4,0,0,0,0,0,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,6,4
49 - Χίου,116 E.T. Δήμου Χίου,530,200,9,2,11,189,85,14,48,7,1,31,6,10,3,2,31,10,6,3,8,12,6,2,1,0,8,3,1,5,0,0,2,2,0,0,0,0,0,2,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3
49 - Χίου,117 E.T. Δήμου Χίου,525,205,2,0,2,203,92,24,48,11,2,19,0,17,0,0,49,11,2,12,19,14,10,1,1,1,5,2,2,2,1,0,1,2,1,0,0,0,0,3,1,0,0,1,0,0,5,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2
49 - Χίου,118 E.T. Δήμου Χίου,533,222,6,2,8,214,106,22,59,8,7,26,2,12,2,8,38,5,0,11,19,9,6,0,2,0,6,2,1,5,0,1,1,2,1,1,0,0,0,0,0,1,1,4,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,4,3,0,0,0,6,5
49 - Χίου,119 E.T. Δήμου Χίου,526,193,5,1,6,187,86,8,49,17,3,22,0,11,2,1,30,6,1,8,11,13,4,2,5,0,7,2,4,5,0,2,2,3,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,2,0,0,1,1,0,1,1,7,3
49 - Χίου,120 E.T. Δήμου Χίου,520,198,3,0,3,195,68,14,35,6,2,31,3,20,2,2,48,10,0,11,27,17,8,1,3,0,4,1,1,5,1,1,2,1,1,0,0,1,1,0,0,1,0,2,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,6,3
49 - Χίου,121 E.T. Δήμου Χίου,529,210,6,1,7,203,93,18,49,11,2,24,5,10,3,2,37,9,1,15,11,15,8,1,1,2,8,1,5,6,1,0,1,4,1,0,0,0,0,0,0,2,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,2,0,1,0,1,1,1,3,2
49 - Χίου,122 E.T. Δήμου Χίου,538,252,5,2,7,245,87,31,39,10,3,42,2,25,3,2,65,15,4,15,26,17,7,2,1,6,8,1,5,3,0,0,1,2,2,0,0,0,0,1,0,2,2,2,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,1,1,0,0,1,0,1,0,0,5,3
49 - Χίου,123 E.T. Δήμου Χίου,528,220,5,1,6,214,106,18,61,11,3,37,4,20,2,4,25,10,1,5,8,11,5,4,1,1,9,2,4,4,1,0,2,3,3,0,0,0,0,0,0,1,1,1,0,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,3,1,1,1,0,3,1
49 - Χίου,124 E.T. Δήμου Χίου,586,258,1,5,6,252,106,22,58,12,2,53,7,25,3,3,27,7,1,3,8,20,12,2,0,2,12,3,3,8,2,1,3,1,0,0,0,0,0,2,1,1,0,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,2,1,2,2,1,1,0,1,1,7,6
49 - Χίου,125 E.T. Δήμου Χίου,529,263,8,3,11,252,133,29,67,14,10,38,3,26,2,0,34,8,3,3,14,18,9,2,2,3,7,3,3,6,1,0,5,1,1,0,0,0,0,0,0,0,0,1,1,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1
49 - Χίου,126 E.T. Δήμου Χίου,530,251,6,1,7,244,103,26,52,9,1,42,5,24,1,2,35,7,0,8,16,13,6,1,0,3,8,2,6,5,2,0,1,1,1,1,1,1,1,1,0,2,2,3,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6,2,3,1,1,3,2,1,1,3,0,2,0,0,10,2
49 - Χίου,127 E.T. Δήμου Χίου,548,246,8,1,9,237,104,22,53,18,3,29,6,17,2,2,36,9,3,12,10,19,7,1,4,2,12,3,6,4,1,0,2,9,5,0,0,0,0,0,0,0,0,2,0,1,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,3,2,1,0,0,0,0,0,0,0,9,9
49 - Χίου,128 E.T. Δήμου Χίου,532,238,2,4,6,232,109,23,55,20,2,44,4,29,1,6,35,7,5,10,13,11,5,1,1,1,8,2,3,3,1,1,0,1,1,0,0,0,0,0,0,1,1,2,1,1,5,4,1,0,0,0,0,0,0,0,1,1,0,0,3,1,1,1,2,2,1,1,0,0,0,1,0,0,0,2,0,1,0,0,3,2
49 - Χίου,129 E.T. Δήμου Χίου,533,225,6,1,7,218,104,23,59,12,3,27,4,13,3,3,38,7,2,13,13,8,4,1,1,2,6,2,3,4,0,1,2,4,3,0,0,0,0,0,0,1,0,1,0,0,6,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,3,2,1,4,4,0,0,2,1,1,0,0,0,0,4,4
49 - Χίου,130 E.T. Δήμου Χίου,529,226,9,1,10,216,96,26,49,13,0,40,3,31,2,0,24,9,0,5,9,14,6,0,3,1,5,0,4,11,2,0,9,0,0,1,0,0,0,0,0,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,1,0,1,1,1,1,1,0,0,3,1,2,1,1,11,6
49 - Χίου,131 E.T. Δήμου Χίου,531,212,3,1,4,208,101,17,49,18,6,26,4,17,3,2,37,12,0,3,18,13,6,1,3,2,8,0,3,12,1,1,9,1,1,1,0,0,0,2,0,0,0,1,1,0,2,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49 - Χίου,132 E.T. Δήμου Χίου,409,173,5,0,5,168,87,19,42,14,2,21,1,15,0,1,26,5,1,7,10,14,7,0,2,2,2,1,1,2,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,2,2,2,1,0,0,0,0,2,0
49 - Χίου,133 E.T. Δήμου Χίου,554,380,10,8,18,362,171,27,97,13,10,44,1,26,5,3,64,10,2,20,25,24,11,3,2,4,10,1,2,7,4,0,2,6,5,0,0,0,0,0,0,1,0,3,0,3,7,2,4,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,4,3,0,1,1,0,0,2,2,2,0,1,1,1,12,8
49 - Χίου,134 E.T. Δήμου Χίου,545,358,11,3,14,344,142,25,70,28,5,35,0,23,3,3,75,12,3,25,24,25,12,4,2,2,13,7,2,12,4,1,2,6,5,1,0,0,0,0,0,4,3,1,0,0,6,4,2,1,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,2,0,0,1,0,0,0,1,1,2,0,2,0,0,14,6
49 - Χίου,135 E.T. Δήμου Χίου,552,358,9,3,12,346,165,22,95,23,2,37,1,27,3,2,53,15,4,5,25,27,6,0,3,5,10,6,4,14,1,1,6,4,3,1,1,0,0,4,1,4,2,4,3,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,1,0,0,0,0,0,0,0,3,2,2,0,2,0,0,8,4
49 - Χίου,136 E.T. Δήμου Χίου,550,362,8,2,10,352,151,27,89,20,3,59,3,35,8,0,64,13,4,16,28,26,7,2,4,6,4,1,1,7,0,3,3,7,4,1,1,0,0,0,0,3,3,0,0,0,8,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,3,3,2,0,0,1,0,1,3,3,7,4
49 - Χίου,137 E.T. Δήμου Χίου,546,347,3,3,6,341,165,25,90,20,6,53,5,28,5,6,52,5,0,16,22,17,5,0,4,2,12,4,6,8,1,3,3,1,1,1,0,0,0,0,0,0,0,3,1,1,6,3,2,2,2,0,0,0,1,1,0,0,0,0,2,0,0,1,2,0,2,1,0,2,2,1,0,0,0,3,0,3,1,0,7,2
49 - Χίου,138 E.T. Δήμου Χίου,551,337,12,0,12,325,141,26,83,13,7,43,6,20,6,5,54,8,0,15,24,32,11,2,6,5,13,4,1,11,0,0,8,2,2,0,0,0,0,0,0,3,0,1,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,1,1,0,13,7
49 - Χίου,139 E.T. Δήμου Χίου,541,337,7,3,10,327,145,22,80,30,1,54,7,25,8,3,51,6,0,12,30,23,7,5,5,3,2,0,1,13,3,0,7,2,1,0,0,0,0,1,0,2,2,0,0,0,4,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,6,3,2,1,1,2,1,1,1,2,1,0,1,1,13,8
49 - Χίου,140 E.T. Δήμου Χίου,558,508,16,3,19,489,197,34,104,27,7,80,12,38,12,3,71,8,4,15,33,32,8,7,3,7,16,5,9,21,7,2,7,5,4,0,0,0,0,2,1,4,3,5,3,2,7,1,5,1,1,0,0,0,0,0,2,1,0,0,4,1,0,0,3,2,5,1,0,2,1,3,0,2,2,4,2,2,2,0,21,16
49 - Χίου,141 E.T. Δήμου Χίου,556,506,11,1,12,494,208,37,97,39,5,81,10,34,6,6,75,12,14,11,28,38,16,3,8,3,30,10,10,14,2,1,5,6,6,2,0,0,0,5,3,1,1,2,1,1,11,3,3,0,0,0,0,0,1,1,1,0,0,0,4,2,0,0,0,0,1,1,0,4,1,0,0,1,1,0,0,0,1,1,8,4
49 - Χίου,142 E.T. Δήμου Χίου,558,382,4,3,7,375,176,27,99,24,9,52,4,30,6,4,64,16,4,10,26,18,9,2,2,0,10,3,4,13,2,0,4,5,4,1,0,0,0,2,1,2,2,4,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,2,1,0,0,5,0,3,0,0,14,10
49 - Χίου,143 E.T. Δήμου Χίου,542,357,15,5,20,337,158,34,80,25,6,43,3,27,3,3,71,9,1,27,31,18,5,1,8,1,8,4,4,4,0,1,1,4,4,0,0,0,0,2,0,1,1,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,1,0,2,2,0,0,0,0,3,0,2,0,0,10,7
49 - Χίου,Ετερ. Χίου (από Εφετείο Θεσσαλονίκης),53,35,1,0,1,34,12,1,3,3,2,8,1,1,2,0,1,1,0,0,0,4,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
49 - Χίου,Ετερ. Χίου (από 170ο Ε.Τ. Νομ. Αττικης-Αθηνών),405,282,4,0,4,278,155,19,89,25,6,29,4,15,1,4,33,7,1,5,12,18,5,2,2,3,1,0,0,8,0,0,3,0,0,0,0,0,0,1,0,1,1,4,1,3,12,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,9,8
49 - Χίου,Ετερ. Χίου (από 171ο Ε.Τ. Νομ. Αττικης-Αθηνών),429,321,0,2,2,319,181,27,105,27,11,41,10,17,3,5,32,7,3,6,9,21,4,1,5,4,8,3,3,8,2,0,4,0,0,0,0,0,0,3,3,5,5,3,0,1,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,6,3
49 - Χίου,Ετερ. Χίου (από 172ο Ε.Τ. Νομ. Αττικης-Αθηνών),408,303,2,1,3,300,188,21,128,27,8,39,5,19,1,5,28,8,4,3,12,19,3,3,4,6,2,0,1,9,1,1,3,0,0,0,0,0,0,0,0,0,0,3,1,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
49 - Χίου,Ετερ. Χίου (από 31ο Ε.Τ. Νομ. Αττικης-Πειραιώς),359,271,0,2,2,269,164,20,98,16,23,40,5,18,7,3,23,11,1,1,7,17,6,2,1,3,4,2,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4
49 - Χίου,Ε.Τ. ΔΙΚΑΣΤΙΚΩΝ ΦΥΛΑΚΩΝ ΧΙΟΥ,152,142,7,0,7,135,66,9,31,11,1,22,2,13,1,0,10,0,0,0,9,5,1,1,2,0,8,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,1,7,5,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2,1,0,0,0,0,0,3,2
Σύνολο,,62830,31988,666,223,889,31099,14349,2671,7951,2037,481,3845,467,2086,347,361,6001,1717,357,1008,2472,2110,779,231,372,312,936,304,372,692,124,75,284,327,232,42,20,14,9,101,45,136,92,227,63,87,536,194,160,43,22,9,4,2,12,10,50,16,16,3,150,33,17,37,72,41,189,80,35,88,58,113,65,106,68,155,32,71,99,60,697,435
