ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΙΩΡΓΟΣ ΙΩΑΝΝΗΣ του Αγγελή,ΚΑΡΑΝΑΣΙΟΣ ΕΥΘΥΜΙΟΣ του Βασιλείου,ΛΑΘΟΥΡΗ-ΠΑΡΓΑ ΜΑΡΙΑ του Σπυρίδωνος,ΜΥΛΩΝΑ ΖΑΦΕΙΡΟΥΛΑ του Δημητρίου,ΤΑΣΙΟΣ ΓΡΗΓΟΡΙΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΖΑΧΟΥ ΕΛΕΝΗ του Βασιλείου,ΙΓΓΛΕΖΗ ΑΙΚΑΤΕΡΙΝΗ του Θεοδώρου,ΜΑΛΑΜΑ ΚΥΡΙΑΚΗ του Ιωάννη,ΜΟΥΛΑΓΙΑΝΝΙΟΣ ΛΕΩΝΙΔΑΣ του Κωνσταντίνου,ΦΩΤΑΚΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΚΑΝΕΛΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Αριστείδη,ΚΑΤΣΑΡΟΥ ΑΝΝΑ του Χρήστου,ΜΑΝΤΣΙΟΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΠΑΝΑΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,ΤΑΡΚΑΣΗ ΒΑΡΒΑΡΑ του Αθανασίου,Κ.Κ.Ε.,ΑΔΑΜΙΔΟΥ ΜΑΡΙΑ του Ευαγγέλου,ΛΥΡΤΖΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΜΑΝΩΛΗΣ ΕΜΜΑΝΟΥΗΛ του Ελευθερίου,ΠΑΝΤΕΛΗΣ ΛΑΖΑΡΟΣ του Αστέριου,ΧΡΙΣΤΙΑΝΟΥ ΑΓΓΕΛΙΚΗ του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΩΝΣΤΑΝΤΙΝΟΥΔΗΣ ΝΙΚΟΛΑΟΣ του Κλεάνθη,ΛΑΜΠΑΔΑΚΗ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,ΤΣΑΛΑΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΦΑΦΟΥΤΗΣ ΛΑΜΠΡΟΣ του Ηλία,ΧΑΤΖΗΓΙΑΝΝΙΔΟΥ ΠΑΝΑΓΙΩΤΑ του Χρήστου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΕΡΑΚΗΣ ΓΕΩΡΓΙΟΣ του Χριστόδουλου,ΓΡΑΣΣΟΥ ΚΑΛΛΙΡΡΟΗ (ΗΡΩ) του Γεωργίου,ΣΟΦΤΣΗ ΜΑΡΙΑ του Βασιλείου,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Μιχαήλ,ΧΟΥΧΟΥΤΑΣ ΝΙΚΗΤΑΣ του Αθανασίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΡΑΣΤΑΝΑΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΠΑΠΑΪΩΑΝΝΟΥ ΠΑΡΑΣΚΕΥΗ του Χρήστου,Κ.Κ.Ε. (μ-λ),ΓΕΩΡΓΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,Ο.Κ.Δ.Ε.,ΑΝΤΩΝΙΟΥ ΣΤΕΡΓΙΑΝΗ του Μιχαήλ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΛΑΧΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΣΟΥΝΔΟΥΛΟΥΝΑΚΗ ΙΩΑΝΝΑ του Νικολάου,ΤΑΤΑΛΑΣ ΠΕΤΡΟΣ του Κωνσταντίνου,Κίνημα 21,ΜΟΥΣΤΑΚΑ ΣΟΦΙΑ του Ιερόθεου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΒΑΓΓΛΗΣ ΑΣΤΕΡΙΟΣ (ΣΤΕΡΓΙΟΣ) του Αγγέλου,ΜΙΓΚΟΥ ΠΑΝΑΓΙΩΤΑ ΛΗΤΩ του Θωμά,ΠΑΠΑΠΑΝΑΓΙΩΤΟΥ ΝΙΚΟΛΑΟΣ του Σαραφιανού,ΝΙΚΗ,ΓΙΑΝΝΑΚΟΠΟΥΛΟΥ ΝΙΚΟΛΙΤΣΑ του Σπυρίδωνα,ΖΑΡΤΑΛΟΥΔΗΣ ΖΩΗΣ του Δημητρίου,ΣΤΑΜΑΤΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ του Μιχαήλ,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,ΚΟΥΚΑ ΑΝΝΑ του Βασιλείου,κοινωνία αξιών,ΓΟΥΣΙΟΣ ΓΡΗΓΟΡΙΟΣ του Μιλτιάδου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΓΚΟΡΤΖΟΣ ΝΙΚΟΛΑΟΣ του Γεώργιου,ΚΑΡΑΝΤΩΝΗ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΡΕΒΕΝΙΚΙΩΤΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,Ο.Α.Κ.Κ.Ε.,ΖΑΦΕΙΡΟΠΟΥΛΟΣ ΗΛΙΑΣ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΡΑΠΤΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,Ελλήνων Συνέλευσις,ΑΛΕΥΡΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΜΟΥΣΤΑΚΑ ΜΑΡΙΑ του Παναγιώτη,ΣΑΡΗΓΙΑΝΝΙΔΗΣ ΑΛΚΗΣ του Χρήστου,Ένωση Κεντρώων,ΗΛΙΑΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Νικολάου,ΤΣΙΦΤΣΗΣ ΧΡΗΣΤΟΣ του Μιχαήλ,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΛΙΜΕΝΟΠΟΥΛΟΣ ΣΤΑΥΡΟΣ ΙΟΡΔΑΝΗΣ του Βασιλείου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΡΧΟΝΤΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Αντωνίου,ΚΑΡΑΜΙΧΑΛΗΣ ΙΩΑΝΝΗΣ - ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΛΟΓΓΙΝΙΔΗΣ ΙΩΑΝΝΗΣ του Λογγίνου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΑΡΑΝΤΩΝΑΣ ΑΣΤΕΡΙΟΣ του Δημητρίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΚΕΤΣΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΜΠΑΚΡΑΤΣΑΣ ΜΕΝΕΛΑΟΣ του Στάμου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΧΑΤΖΗΙΩΑΝΝΟΥ ΕΥΦΡΟΣΥΝΗ του Γεωργίου,Οικολόγοι Πράσινοι,ΦΑΦΟΥΤΑΚΗ ΟΛΓΑ ΔΙΑΜΑΝΤΩ του Παύλου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Παύλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΡΕΝΤΟΣ ΓΕΩΡΓΙΟΣ του Πέτρου
9 - Χαλκιδικής,98 E.T. Δήμου Νέας Προποντίδας,534,359,7,4,11,348,103,12,36,1,7,40,53,8,1,22,2,10,44,4,6,1,32,0,15,8,0,1,0,1,24,5,2,10,1,1,13,4,0,1,1,0,2,1,0,0,0,0,0,4,0,2,0,4,2,7,4,1,0,42,0,37,2,0,0,1,1,3,2,0,0,0,0,0,0,3,0,1,1,1,0,1,0,1,1,4,2,0,2,0,0,2,2,4,4,2,2,1,1,1,1,14,14
9 - Χαλκιδικής,99 E.T. Δήμου Νέας Προποντίδας,533,323,14,4,18,305,135,16,39,4,26,42,59,15,5,22,4,3,28,4,0,4,14,3,17,12,1,1,0,1,13,5,0,7,1,0,5,1,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0,2,2,12,7,1,2,15,1,12,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,2,0,1,1,0,0,1,1,0,0,0,0,0,0,8,4
9 - Χαλκιδικής,100 E.T. Δήμου Νέας Προποντίδας,527,296,11,2,13,283,113,20,39,3,11,34,38,6,1,20,2,8,34,0,0,1,24,7,14,9,1,2,0,1,19,6,3,7,0,2,11,2,2,2,1,2,1,1,0,2,1,0,0,0,0,0,0,1,1,3,3,0,0,28,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,2,0,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,4,2
9 - Χαλκιδικής,101 E.T. Δήμου Νέας Προποντίδας,541,307,4,3,7,300,99,22,16,2,7,45,56,6,3,25,5,11,25,1,2,1,20,1,18,9,1,2,0,2,22,3,2,13,1,1,12,4,3,0,0,2,1,0,1,0,0,0,0,2,1,1,0,1,1,7,5,0,2,32,0,29,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,3,3,1,0,0,0,1,1,1,1,2,1,0,0,1,1,0,0,13,10
9 - Χαλκιδικής,102 E.T. Δήμου Νέας Προποντίδας,544,310,18,1,19,291,106,14,23,3,19,33,48,10,8,13,2,4,37,0,1,2,31,0,16,8,0,2,0,1,32,10,2,12,0,2,7,3,0,1,1,0,2,1,1,1,1,0,0,1,0,0,0,1,1,2,2,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,5,1,1,1,0,0,3,3,1,1,0,0,2,0,0,0,15,8
9 - Χαλκιδικής,103 E.T. Δήμου Νέας Προποντίδας,551,324,8,3,11,313,130,38,21,3,9,52,51,14,4,15,3,9,38,1,3,1,32,0,16,11,2,0,0,2,15,3,3,7,1,1,12,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,26,1,22,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2,1,0,5,3,0,0,7,4
9 - Χαλκιδικής,104 E.T. Δήμου Νέας Προποντίδας,561,337,9,1,10,327,105,20,24,4,11,39,36,9,0,12,5,3,57,1,3,3,44,5,19,9,0,1,0,3,23,6,1,7,0,5,12,5,1,2,1,2,1,0,1,0,0,1,1,3,1,0,0,1,1,6,3,0,1,36,4,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,2,1,0,0,0,0,0,2,2,1,1,3,2,2,0,14,11
9 - Χαλκιδικής,105 E.T. Δήμου Νέας Προποντίδας,542,301,15,4,19,282,100,29,15,2,10,33,40,8,5,12,0,7,37,3,2,3,25,2,12,6,2,1,0,2,24,5,2,13,0,3,14,4,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,2,0,0,24,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,2,1,0,0,0,1,0,1,1,1,1,2,1,0,0,10,6
9 - Χαλκιδικής,106 E.T. Δήμου Νέας Προποντίδας,522,274,17,2,19,255,78,15,20,1,9,30,47,8,7,21,2,6,29,5,2,1,17,0,15,9,1,0,1,1,20,3,0,16,0,0,6,1,0,0,2,1,1,0,1,2,1,0,0,1,1,0,0,1,1,4,4,0,0,25,4,20,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,1,0,1,1,1,5,1,2,2,1,1,0,0,3,3,1,1,2,2,1,1,8,6
9 - Χαλκιδικής,107 E.T. Δήμου Νέας Προποντίδας,525,329,9,0,9,320,126,26,29,4,16,38,39,5,4,13,1,8,31,0,2,2,21,0,16,11,0,1,0,2,33,7,0,12,1,3,12,3,1,2,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,5,4,1,0,28,0,23,1,0,0,0,0,3,3,0,0,0,0,0,0,2,1,0,1,1,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,2,0,5,5,4,1,7,4
9 - Χαλκιδικής,108 E.T. Δήμου Νέας Προποντίδας,410,278,3,2,5,273,122,19,26,5,23,31,31,4,0,14,3,1,46,4,2,1,37,0,5,3,0,0,0,0,22,9,3,5,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,1,1,18,2,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,2,0,0,0,0,0,0,5,3,0,0,2,2,0,0,7,5
9 - Χαλκιδικής,109 E.T. Δήμου Νέας Προποντίδας,384,255,5,4,9,246,109,20,19,6,21,30,23,0,2,10,0,1,53,0,2,3,43,1,7,2,1,0,0,1,11,3,1,3,0,2,5,2,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,5,2,1,2,13,0,9,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,2,2,1,1,1,1,2,2,0,0,4,2
9 - Χαλκιδικής,110 E.T. Δήμου Νέας Προποντίδας,398,274,3,1,4,270,133,34,37,2,20,32,27,5,1,15,1,2,42,0,5,3,30,3,7,3,0,0,1,2,21,8,3,4,0,3,5,4,1,0,0,0,2,0,2,1,0,0,0,1,0,1,0,0,0,3,1,0,2,8,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,10,6
9 - Χαλκιδικής,111 E.T. Δήμου Νέας Προποντίδας,337,230,6,1,7,223,96,25,34,0,15,18,23,3,5,13,0,1,41,0,0,0,37,4,4,2,1,0,0,1,21,5,2,12,0,1,4,0,0,1,1,1,4,0,4,0,0,0,0,0,0,0,0,2,2,1,1,0,0,12,3,8,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0,6,4
9 - Χαλκιδικής,112 E.T. Δήμου Νέας Προποντίδας,519,319,3,2,5,314,104,20,17,3,23,36,51,2,5,24,8,6,53,2,0,0,47,2,5,3,2,0,0,0,40,13,2,21,0,1,6,1,2,0,0,0,11,0,10,0,0,1,1,2,0,1,0,5,3,2,0,1,0,12,2,8,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,3,2,0,0,1,1,4,4,0,0,8,6
9 - Χαλκιδικής,113 E.T. Δήμου Νέας Προποντίδας,508,337,18,0,18,319,114,19,34,2,28,27,33,6,4,13,0,4,72,1,5,0,64,0,5,2,0,1,0,0,20,8,0,7,0,1,6,2,0,1,1,0,7,1,6,2,1,0,0,0,0,0,0,1,0,3,2,0,0,19,1,15,2,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,4,2,0,1,3,3,2,0,0,0,2,1,1,0,4,3,1,1,5,4,0,0,11,6
9 - Χαλκιδικής,114 E.T. Δήμου Νέας Προποντίδας,525,330,11,2,13,317,94,14,22,1,18,31,51,9,7,17,6,3,58,5,5,0,39,2,6,4,0,0,1,0,30,7,2,18,1,0,8,0,0,2,2,0,16,1,14,0,0,0,0,0,0,0,0,2,2,6,3,0,0,19,2,14,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,4,1,2,1,0,0,2,2,0,0,1,1,0,0,2,2,1,1,5,3,1,0,8,5
9 - Χαλκιδικής,115 E.T. Δήμου Νέας Προποντίδας,437,247,8,0,8,239,71,12,19,6,15,12,38,8,6,13,1,4,59,1,3,3,51,0,3,1,0,0,0,1,13,3,2,5,1,0,0,0,0,0,0,0,7,3,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,28,4,24,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,2,2,3,1,1,1,2,0
9 - Χαλκιδικής,116 E.T. Δήμου Νέας Προποντίδας,475,297,12,0,12,285,100,30,10,4,9,34,52,13,8,14,4,3,43,4,3,1,32,1,13,6,1,0,0,0,18,5,4,2,0,4,11,2,1,5,2,0,6,1,5,0,0,0,0,0,0,0,0,0,0,3,2,0,0,20,3,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0,2,0,2,1,0,0,1,1,1,0,9,5
9 - Χαλκιδικής,117 E.T. Δήμου Νέας Προποντίδας,484,276,10,3,13,263,118,37,25,4,12,32,31,7,4,9,0,4,43,5,4,1,30,1,7,1,3,0,0,0,16,8,1,3,0,2,4,0,2,0,2,0,7,1,6,1,1,0,0,0,0,0,0,2,1,2,0,2,0,13,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,3,1,0,0,11,10
9 - Χαλκιδικής,118 E.T. Δήμου Νέας Προποντίδας,486,307,4,2,6,301,122,44,18,6,17,28,41,7,8,12,5,4,28,3,0,0,24,1,10,5,1,0,0,1,34,16,4,3,1,2,4,2,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,2,1,4,1,0,2,29,4,20,4,0,0,0,0,4,1,0,0,0,0,1,0,1,1,0,0,2,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,11,7
9 - Χαλκιδικής,119 E.T. Δήμου Νέας Προποντίδας,479,286,12,4,16,270,108,35,18,1,12,33,51,13,9,18,1,3,26,7,0,1,17,1,20,7,1,2,0,0,25,7,1,5,2,4,3,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,5,1,1,0,0,17,3,12,2,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,4,2
9 - Χαλκιδικής,120 E.T. Δήμου Νέας Προποντίδας,437,306,7,2,9,297,106,19,30,3,5,42,36,7,4,16,1,2,64,5,0,0,51,6,4,3,0,0,0,0,15,5,1,3,2,3,8,1,0,4,1,0,3,0,3,0,0,0,0,2,0,0,0,0,0,17,16,0,1,22,2,16,1,0,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,5,4
9 - Χαλκιδικής,121 E.T. Δήμου Νέας Προποντίδας,436,289,6,0,6,283,124,18,43,4,12,36,32,1,2,15,2,7,52,3,2,0,43,1,9,6,0,0,0,0,13,4,1,5,0,1,6,3,0,2,0,1,10,3,7,0,0,0,0,0,0,0,0,1,1,8,8,0,0,12,2,10,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,4,1,0,0,6,5
9 - Χαλκιδικής,122 E.T. Δήμου Νέας Προποντίδας,436,286,4,1,5,281,147,22,38,8,17,58,23,6,2,8,1,3,43,0,1,0,37,5,3,1,1,0,0,0,18,6,2,6,0,1,5,0,1,1,0,0,7,1,6,1,1,0,0,0,0,0,0,0,0,4,3,0,0,16,3,12,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,2
9 - Χαλκιδικής,123 E.T. Δήμου Νέας Προποντίδας,441,296,8,4,12,284,123,21,41,2,14,37,16,1,4,6,1,3,69,6,5,2,54,0,9,2,0,0,0,1,21,6,2,5,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,8,6,0,2,13,1,9,0,0,0,1,0,4,0,4,0,0,0,0,0,3,0,0,3,1,0,1,0,1,1,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,7,6
9 - Χαλκιδικής,124 E.T. Δήμου Νέας Προποντίδας,439,297,1,1,2,295,111,13,30,1,28,36,19,3,2,4,2,3,77,2,2,5,65,1,8,3,0,1,0,0,19,3,2,8,1,1,7,3,0,0,1,1,3,0,3,1,1,0,0,4,3,1,0,0,0,5,4,0,1,17,1,9,3,0,0,1,1,4,0,4,0,0,0,1,1,6,0,0,6,2,1,0,1,1,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,1
9 - Χαλκιδικής,125 E.T. Δήμου Νέας Προποντίδας,436,275,4,0,4,271,111,14,30,3,14,43,24,3,8,4,3,4,41,1,5,1,32,2,5,2,0,2,0,1,24,7,3,9,0,2,8,5,1,0,1,1,2,0,0,0,0,0,0,3,2,0,0,2,1,3,2,0,0,15,2,8,2,0,0,0,0,5,1,4,0,0,0,0,0,3,0,0,3,2,0,2,0,0,0,1,0,0,0,1,1,4,3,3,2,0,0,2,2,0,0,12,10
9 - Χαλκιδικής,126 E.T. Δήμου Νέας Προποντίδας,447,263,7,3,10,253,87,12,28,1,10,32,22,5,7,4,2,2,51,3,0,0,42,1,9,5,0,0,0,1,31,11,4,10,0,2,6,3,0,0,0,1,5,1,4,0,0,0,0,2,1,1,0,7,7,7,7,0,0,8,1,5,1,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,3,1,1,0,6,3
9 - Χαλκιδικής,127 E.T. Δήμου Νέας Προποντίδας,466,299,4,0,4,295,112,19,39,2,13,35,23,2,6,7,1,1,72,3,1,1,65,0,8,2,1,2,0,1,27,8,3,4,0,3,8,1,0,0,1,1,4,0,4,1,1,0,0,0,0,0,0,1,1,2,1,0,0,10,3,6,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,2,1,1,0,1,1,3,0,0,1,0,0,2,1,4,1,0,0,1,1,0,0,11,8
9 - Χαλκιδικής,128 E.T. Δήμου Νέας Προποντίδας,501,306,9,1,10,296,109,39,12,10,9,31,35,6,4,17,2,2,67,2,2,6,44,5,4,0,2,0,0,0,14,2,1,6,0,1,12,3,4,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,8,4,0,1,16,2,11,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,2,1,1,0,4,1,0,0,0,0,1,0,2,2,2,1,1,1,4,3,0,0,11,10
9 - Χαλκιδικής,129 E.T. Δήμου Νέας Προποντίδας,504,283,8,0,8,275,115,28,19,2,18,39,30,4,4,15,1,2,29,0,2,0,27,0,6,3,1,1,0,0,36,9,2,17,0,2,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,0,1,12,0,9,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,3,2,1,1,0,0,0,1,1,0,0,1,1,6,6,1,1,1,0,0,0,1,0,16,16
9 - Χαλκιδικής,130 E.T. Δήμου Νέας Προποντίδας,488,313,4,3,7,306,131,29,32,0,15,46,28,7,2,14,0,0,47,5,3,2,29,2,9,4,2,0,0,1,26,8,6,6,0,1,8,0,3,0,0,2,0,0,0,1,1,0,0,3,1,1,0,0,0,4,2,0,2,15,5,8,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,1,2,0,1,0,0,0,1,0,2,2,1,1,3,3,0,0,20,19
9 - Χαλκιδικής,131 E.T. Δήμου Νέας Προποντίδας,489,322,3,3,6,316,114,27,14,4,30,30,48,8,6,24,1,4,44,2,2,3,32,1,21,12,2,2,0,0,32,11,3,10,1,5,5,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,24,4,15,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,1,5,4,0,0,2,1,0,0,8,4
9 - Χαλκιδικής,132 E.T. Δήμου Νέας Προποντίδας,371,269,6,0,6,263,121,23,36,1,33,16,38,21,3,7,1,2,30,0,1,1,26,0,9,4,0,0,0,2,14,7,2,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,10,2,3,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,1,0,3,1,1,1,10,10,0,0,2,1,0,0,11,8
9 - Χαλκιδικής,133 E.T. Δήμου Νέας Προποντίδας,509,373,3,0,3,370,151,28,17,1,49,41,34,9,4,8,1,3,66,1,2,4,53,0,19,6,0,2,1,1,13,3,3,0,1,1,15,4,1,2,1,0,3,1,2,0,0,0,0,3,0,1,1,7,5,11,3,0,2,23,7,11,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,2,1,0,0,2,1,0,0,0,0,1,0,1,1,1,1,14,7
9 - Χαλκιδικής,134 E.T. Δήμου Νέας Προποντίδας,435,307,3,2,5,302,161,53,36,4,30,33,22,2,2,12,1,2,48,0,2,0,46,0,5,0,0,0,0,3,21,2,1,10,1,2,8,2,0,3,0,2,5,0,5,0,0,0,0,1,0,1,0,3,2,3,2,0,0,5,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,3,3,7,4,0,0,1,1,1,0,1,0
9 - Χαλκιδικής,135 E.T. Δήμου Νέας Προποντίδας,557,370,6,2,8,362,137,28,30,2,35,23,54,9,4,24,2,5,68,0,2,7,51,2,18,5,2,0,0,3,24,14,1,2,1,1,7,1,1,0,0,1,2,0,2,0,0,0,0,2,0,1,0,0,0,3,2,1,0,21,3,11,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,2,1,5,2,1,1,3,1,2,2,6,4
9 - Χαλκιδικής,136 E.T. Δήμου Νέας Προποντίδας,551,344,10,7,17,327,135,45,18,5,22,36,29,5,1,12,1,4,70,3,4,2,59,1,15,8,0,0,0,2,23,5,2,4,4,2,5,2,0,0,2,1,2,0,1,1,1,0,0,2,0,1,0,1,1,1,0,1,0,8,2,5,0,0,0,1,1,2,0,2,0,0,0,1,1,1,0,0,1,3,1,1,0,0,0,3,3,0,0,0,0,1,1,2,2,1,1,3,3,0,0,17,12
9 - Χαλκιδικής,137 E.T. Δήμου Νέας Προποντίδας,549,391,3,3,6,385,142,26,27,3,37,37,48,6,8,18,0,6,60,2,6,3,48,0,15,7,2,2,0,3,30,11,4,6,0,1,14,1,0,3,1,0,3,0,3,0,0,0,0,1,1,0,0,2,2,6,4,1,1,27,3,16,4,0,0,1,1,3,1,1,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,4,2,0,1,1,1,2,1,2,1,1,1,4,1,0,0,16,10
