ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΜΥΡΑΣ ΓΕΩΡΓΙΟΣ του Στυλιανού,ΕΞΑΡΧΟΥ ΕΛΙΣΑΒΕΤ (ΕΛΣΑ) του Δημητρίου,ΚΕΦΑΛΑ ΜΑΡΙΑ-ΑΛΕΞΑΝΔΡΑ του Στεφάνου,ΚΟΡΤΖΗ ΑΝΤΩΝΙΑ του Δημητρίου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΕΪΤΑΡΙΔΗΣ ΓΕΩΡΓΙΟΣ (ΓΙΟΥΡΚΑΣ) του Δημητρίου,ΤΑΣΟΥΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αναστασίου,ΣΥΡΙΖΑ,ΑΛΜΠΑΝΗΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Αθανασίου,ΓΡΙΒΑΣ ΧΡΗΣΤΟΣ του Νικολάου,ΜΑΚΗ ΚΩΣΤΟΥΛΑ του Γεωργίου,ΟΙΚΟΝΟΜΟΥ ΑΘΑΝΑΣΙΟΣ του Σωκράτη,ΣΟΥΛΕΛΕ ΑΓΛΑΪΑ (ΛΙΛΑ) του Ανδρέα,ΣΤΕΦΟΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΤΖΟΥΦΗ ΜΕΡΟΠΗ του Στεφάνου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΑΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΔΗΜΗΤΡΙΟΥ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΛΙΑΓΚΟΥ ΑΝΘΗ του Πάντου,ΜΑΝΤΑΛΟΒΑΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΜΗΤΣΙΟΥ ΕΥΑΓΓΕΛΙΑ (ΒΑΛΙΑ) του Βασιλείου,ΜΠΑΚΟΛΑ ΝΤΙΝΑ του Μάρκου,ΤΣΙΜΑΡΗΣ ΙΩΑΝΝΗΣ του Παναγιώτη,Κ.Κ.Ε.,ΕΞΑΡΧΟΣ ΝΙΚΟΛΑΟΣ (ΠΑΚΟΣ) του Θεοφάνη,ΛΥΓΔΑ ΑΝΘΟΥΛΑ ΝΙΚΟΛΕΤΑ (ΑΝΘΗ) του Ελευθερίου,ΝΑΚΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΤΑΣΙΟΥΛΑΣ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Αναστασίου,ΤΟΥΛΚΙΑΡΙΔΟΥ ΧΡΙΣΤΙΝΑ του Σάββα,ΤΣΟΥΜΑΝΗ ΟΛΓΑ (ΟΛΥ) του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΓΙΓΟΥΡΤΑΚΗΣ ΜΙΧΑΗΛ του Χρήστου,ΛΑΜΠΡΟΥ ΒΑΓΙΑ του Αλεξίου,ΣΩΤΗΡΙΟΥ ΒΑΣΙΛΙΚΗ του Χρήστου,ΤΑΤΣΗ ΡΑΪΚΟΥ ΜΑΡΙΑ του Γεωργίου,ΤΣΟΥΡΗΣ ΧΑΡΑΛΑΜΠΟΣ του Βασιλείου,ΤΣΩΤΣΟΥ ΓΕΩΡΓΙΑ του Γρηγορίου,ΦΑΝΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Ευάγγελου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΒΕΝΕΤΗΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΓΟΔΕΒΕΝΟΣ ΠΕΤΡΟΣ του Γεωργίου,ΚΟΥΝΟΥΒΕΛΗΣ ΣΑΒΒΑΣ του Παύλου,ΜΠΟΥΚΗ ΕΛΕΝΗ του Φωτίου,ΝΤΑΛΑΓΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ (ΛΙΝΑ) του Γεωργίου,ΤΣΟΥΝΗΣ ΠΑΝΑΓΙΩΤΗΣ (ΒΟΣΤΙΝΙΩΤΗΣ) του Δημητρίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΜΥΤΑΡΗΣ ΑΝΤΩΝΗΣ του Ιωάννη,ΧΡΙΣΤΟΠΟΥΛΟΥ ΑΡΓΥΡΩ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΚΑΝΔΡΕΛΗ ΠΑΡΑΣΚΕΥΗ του Σωτηρίου,ΜΙΧΟΥ ΦΩΤΕΙΝΗ του Δημητρίου,ΜΠΟΥΤΣΟΡΑΣ ΧΡΗΣΤΟΣ του Παύλου,ΠΑΠΑΝΔΡΕΟΥ ΠΕΤΡΟΣ του Κωνσταντίνου,ΣΤΡΑΤΟΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΤΣΙΛΙΚΑΤΗΣ ΧΡΗΣΤΟΣ του Νικολάου,Ο.Κ.Δ.Ε.,ΚΟΥΤΡΗΣ ΓΕΩΡΓΙΟΣ του Αντωνίου,ΤΖΩΡΤΖΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοφίλου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΡΓΥΡΟΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΒΛΑΧΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΓΚΙΚΑ ΛΟΥΪΖΑ του Δημητρίου,ΓΚΟΥΡΑ ΦΩΤΕΙΝΗ του Βασιλείου,ΖΗΚΟΣ ΝΙΚΟΛΑΟΣ του Αποστόλου,ΗΛΙΑΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΣΥΝΔΡΕΒΕΛΗ ΠΑΡΑΣΚΕΥΗ του Γεωργίου,Κίνημα 21,ΗΛΙΟΠΟΥΛΟΥ ΣΟΦΙΑ του Διονυσίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΖΟΥΚΗ ΣΤΑΥΡΟΥΛΑ του Ιωάννη,ΚΑΠΑΜΑΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΜΠΙΤΑΚΟΥ ΑΛΕΞΑΝΔΡΑ του Παναγιώτη,ΝΤΑΛΑΚΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΠΑΠΠΑΣ ΦΙΛΙΠΠΟΣ του Χριστοδούλου,ΣΥΝΟΔΙΝΟΣ ΠΑΝΑΓΙΩΤΗΣ του Σταύρου,ΝΙΚΗ,ΕΖΝΕΠΙΔΟΥ ΜΑΡΙΑ του Ραφαήλ,ΚΑΛΛΙΝΤΕΡΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΚΟΡΕΤΣΗ ΦΟΕΡΣΤΕΡ ΟΛΓΑ του Νικολάου,ΤΥΡΟΠΑΝΗΣ ΣΠΗΛΙΟΣ του Δημητρίου,ΦΑΣΟΥΛΗ-ΤΣΑΜΠΑΛΑ ΚΩΝΣΤΑΝΤΙΝΑ του Χαραλάμπους,κοινωνία αξιών,ΠΑΠΑΛΕΚΑΚΟΣ ΠΑΥΛΟΣ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΚΥΡΙΑΚΟΥ ΝΙΚΟΛΑΟΣ του Βασιλείου,Ο.Α.Κ.Κ.Ε.,ΠΑΓΩΜΕΝΟΣ ΜΙΧΑΗΛ του Θεοδώρου,Μ-Λ Κ.Κ.Ε.,ΓΡΑΒΟΣ ΕΥΑΓΓΕΛΟΣ του Δημοσθένη,Ελλήνων Συνέλευσις,ΒΑΓΓΕΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΓΑΣΤΕΡΑΤΟΥ ΧΡΥΣΟΥΛΑ του Νικολάου,ΚΑΤΩΓΙΑΝΝΗΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αντωνίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΪΑ του Αθανασίου,Ένωση Κεντρώων,ΔΗΜΟΣ ΟΔΥΣΣΕΑΣ του Αντωνίου,ΔΟΣΗ ΒΑΣΙΛΙΚΗ του Μενελάου,ΜΑΛΑΜΟΥ ΡΩΞΑΝΗ του Ευαγγέλου,ΤΣΟΥΜΑΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΛΙΟΝΤΟΥ ΕΛΕΝΗ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΛΕΚΚΑΣ ΓΕΩΡΓΙΟΣ του Θεόφιλου,ΝΙΚΑ ΦΩΤΕΙΝΗ του Ιωάννη,ΠΑΠΑΜΙΧΑΗΛ ΑΡΙΣΤΕΙΔΗΣ (ΑΡΗΣ) του Μιχαήλ,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΘΩΜΑΣ ΙΩΑΝΝΗΣ (ΓΙΓΑΣ) του Χρήστου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΒΟΒΟΛΗΣ ΦΑΙΔΩΝ του Ηλία,Κ.Ο.Τ.Ε.Σ.,ΝΤΟΥΤΣΟΥΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΝΙΚΑΡΗ ΚΑΛΛΙΟΠΗ του Κωνσταντίνου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΝΔΡΕΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Σπυρίδωνα,ΖΗΝΑΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΧΑΤΖΗΚΥΡΙΑΚΟΥ ΣΤΑΥΡΟΥΛΑ του Ηλία,Οικολόγοι Πράσινοι,ΜΟΡΕΛΛΑΣ ΣΤΕΦΑΝΟΣ ΚΥΡΙΑΚΟΣ του Βασιλείου,ΕΑΝ...,ΒΡΕΤΤΟΥ ΜΑΡΙΑ (ΜΑΝΙΑ) του Φραγκίσκου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΔΗΜΟΥ ΑΝΝΑ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΜΠΡΟΣ ΧΡΗΣΤΟΣ του Νικολάου
18 - Ιωαννίνων,384 E.T. Δήμου Κόνιτσας,247,130,1,0,1,129,47,9,4,26,4,3,4,23,25,4,9,1,3,3,5,14,25,9,1,0,5,10,2,17,6,3,1,0,1,1,2,1,11,1,2,1,1,4,1,0,1,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
18 - Ιωαννίνων,385 E.T. Δήμου Κόνιτσας,242,137,1,0,1,136,62,16,10,39,1,13,5,20,23,3,3,3,10,0,7,14,31,15,8,0,2,5,14,8,7,4,1,0,2,0,1,2,1,1,1,0,0,0,0,0,2,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
18 - Ιωαννίνων,386 E.T. Δήμου Κόνιτσας,305,151,2,1,3,148,70,41,6,23,1,15,2,20,33,3,4,2,4,3,15,19,16,10,2,0,4,2,1,6,3,0,0,0,2,1,1,1,6,2,1,0,0,1,0,0,4,1,0,0,1,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1
18 - Ιωαννίνων,387 E.T. Δήμου Κόνιτσας,199,97,0,0,0,97,42,9,0,12,0,1,3,36,18,3,8,3,1,3,5,8,18,10,0,1,1,17,0,4,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,1,1,0,0,3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,2
18 - Ιωαννίνων,388 E.T. Δήμου Κόνιτσας,267,87,1,0,1,86,47,22,2,20,3,6,3,25,20,2,1,3,1,0,9,9,7,3,3,1,2,0,2,1,5,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,389 E.T. Δήμου Κόνιτσας,137,57,1,1,2,55,33,12,2,9,0,3,0,24,6,1,2,1,1,0,3,0,8,1,1,0,1,1,2,4,0,0,0,0,0,0,0,0,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18 - Ιωαννίνων,390 E.T. Δήμου Κόνιτσας,112,40,0,2,2,38,24,2,3,11,0,12,0,16,2,0,0,0,1,1,0,2,1,1,0,0,1,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,391 E.T. Δήμου Κόνιτσας,107,27,1,0,1,26,11,0,0,7,0,2,0,8,2,0,1,1,1,0,0,1,5,1,3,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,392 E.T. Δήμου Κόνιτσας,180,82,0,0,0,82,35,18,1,11,0,8,1,23,6,1,1,0,1,1,1,1,8,1,0,0,1,0,3,0,5,1,0,1,1,0,1,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,12,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,5
18 - Ιωαννίνων,393 E.T. Δήμου Κόνιτσας,279,125,1,0,1,124,38,7,1,4,5,2,3,32,35,8,11,1,3,0,11,13,15,5,4,3,5,2,4,2,9,6,0,0,0,0,0,1,3,0,1,1,0,2,0,0,2,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
18 - Ιωαννίνων,394 E.T. Δήμου Κόνιτσας,187,57,0,0,0,57,35,14,6,8,2,5,4,22,8,1,3,1,3,0,2,3,7,2,1,0,2,0,1,2,4,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,395 E.T. Δήμου Κόνιτσας,167,35,0,0,0,35,10,4,1,3,0,0,0,5,7,3,3,0,0,1,0,5,6,1,1,1,2,1,1,0,8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
18 - Ιωαννίνων,396 E.T. Δήμου Κόνιτσας,191,40,3,0,3,37,13,6,1,1,1,4,1,4,13,7,7,0,0,0,2,3,3,2,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,397 E.T. Δήμου Κόνιτσας,219,51,0,0,0,51,24,6,1,10,4,3,2,14,6,2,0,0,1,0,5,4,8,1,1,0,1,1,1,6,3,2,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,398 E.T. Δήμου Κόνιτσας,141,46,0,0,0,46,19,5,3,7,1,3,0,16,10,4,2,1,2,0,1,5,6,3,0,1,2,1,0,0,4,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
18 - Ιωαννίνων,399 E.T. Δήμου Κόνιτσας,456,131,7,0,7,124,32,14,0,16,1,0,0,14,39,9,12,1,6,2,20,16,19,15,3,2,0,1,0,2,29,12,2,4,7,7,2,13,1,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,400 E.T. Δήμου Κόνιτσας,260,91,0,0,0,91,23,8,2,11,2,4,0,9,20,9,3,0,1,2,2,9,10,3,1,0,4,2,4,4,23,11,2,1,3,0,8,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
18 - Ιωαννίνων,401 E.T. Δήμου Κόνιτσας,398,143,4,0,4,139,29,5,2,17,0,0,1,20,25,3,2,4,3,2,12,7,34,21,4,2,4,3,1,6,43,36,1,0,2,0,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,402 E.T. Δήμου Κόνιτσας,210,78,1,0,1,77,32,6,1,12,0,11,0,14,9,0,1,0,3,0,1,3,16,10,2,0,10,1,0,0,17,10,0,0,4,1,7,4,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,403 E.T. Δήμου Κόνιτσας,111,29,0,0,0,29,11,3,1,5,0,0,2,5,4,1,0,1,1,0,1,2,5,2,3,0,1,0,0,1,9,6,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,404 E.T. Δήμου Κόνιτσας,394,69,0,0,0,69,18,7,3,4,0,1,2,10,27,5,1,1,6,5,5,13,7,1,1,0,5,1,1,0,13,3,0,0,1,4,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 - Ιωαννίνων,405 E.T. Δήμου Κόνιτσας,290,119,3,0,3,116,50,22,1,26,4,8,2,22,25,14,6,0,2,1,3,16,16,0,1,0,12,2,2,6,10,3,0,0,1,0,0,5,5,0,2,0,0,3,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
18 - Ιωαννίνων,406 E.T. Δήμου Κόνιτσας,339,126,1,0,1,125,49,14,2,21,1,11,2,31,36,11,8,2,7,2,9,15,12,11,1,0,3,1,0,0,8,4,0,0,0,1,0,2,5,0,1,0,0,4,0,0,5,1,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18 - Ιωαννίνων,407 E.T. Δήμου Κόνιτσας,91,19,0,0,0,19,6,2,0,4,1,1,0,0,4,3,0,0,0,0,0,1,6,0,3,0,5,0,2,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,408 E.T. Δήμου Κόνιτσας,250,76,5,0,5,71,44,6,1,31,0,6,2,27,5,1,1,1,1,0,0,2,4,2,0,1,0,0,0,1,4,3,0,0,0,1,1,0,4,0,3,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
18 - Ιωαννίνων,409 E.T. Δήμου Μετσόβου,411,241,4,1,5,236,108,16,4,56,3,46,6,40,44,7,7,2,5,4,17,15,47,11,11,1,16,19,1,17,12,0,0,0,1,8,1,0,2,0,2,0,0,0,0,0,6,2,0,0,0,1,0,6,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,3
18 - Ιωαννίνων,410 E.T. Δήμου Μετσόβου,388,223,3,0,3,220,86,21,5,33,5,8,7,58,54,14,10,3,0,5,26,17,33,9,3,0,18,10,1,7,15,7,0,2,2,4,4,2,5,0,1,0,0,1,0,0,6,2,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7,3,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,7,3
